day,count,ret_ipo_mean,ret_ipo_median,ret_close_mean,ret_close_median,기관,외국인총합계,개인,금융투자,보험,투신,사모펀드,은행,연기금,기타금융기관,국가_지자체,기타법인
42,331,32.76,8.76,-12.75,-21.7,-301.2,-26.82,466.28,-44.15,0.92,-24.66,-151.66,-15.42,4.92,-71.16,0.0,-138.26
43,330,31.8,8.34,-12.88,-20.6,-302.0,-28.46,465.49,-44.4,0.89,-24.96,-151.14,-15.62,5.09,-71.85,0.0,-135.03
44,330,31.67,8.85,-12.96,-20.59,-302.67,-26.87,465.38,-44.51,0.87,-25.05,-151.32,-15.69,5.26,-72.23,0.0,-135.85
45,330,31.95,8.48,-12.88,-20.15,-302.4,-26.98,466.03,-44.53,0.86,-24.58,-151.12,-15.79,5.47,-72.7,0.0,-136.65
46,330,31.98,7.81,-12.86,-20.53,-302.61,-26.49,466.45,-44.82,0.87,-24.35,-151.03,-15.82,5.62,-73.07,0.0,-137.36
47,330,32.19,7.28,-12.53,-21.2,-302.69,-27.27,468.07,-45.01,1.04,-23.77,-151.24,-15.91,5.75,-73.55,0.0,-138.11
48,329,31.52,6.25,-12.88,-21.9,-304.63,-27.25,470.06,-45.37,1.0,-23.46,-151.42,-16.21,5.89,-75.06,0.0,-138.18
49,329,31.69,5.38,-12.8,-23.05,-304.65,-27.53,470.33,-45.33,1.01,-23.11,-151.61,-16.38,5.91,-75.13,0.0,-138.15
50,329,30.97,5.59,-13.1,-22.85,-304.69,-27.7,471.1,-45.43,0.99,-22.61,-151.72,-16.45,5.78,-75.25,0.0,-138.71
51,329,29.94,4.4,-13.77,-22.5,-305.27,-27.49,472.06,-45.36,1.04,-22.54,-151.94,-16.57,5.71,-75.62,0.0,-139.31
52,328,28.58,4.63,-14.46,-21.69,-305.84,-27.35,473.45,-45.52,1.08,-22.13,-152.23,-16.71,5.82,-76.15,0.0,-140.27
53,327,27.95,4.25,-14.47,-22.18,-310.66,-28.09,475.41,-46.19,0.75,-23.69,-153.51,-16.99,5.4,-76.42,0.0,-136.66
54,327,27.08,4.0,-14.89,-21.88,-311.05,-28.2,476.42,-46.33,0.79,-23.58,-153.76,-17.02,5.54,-76.68,0.0,-137.17
55,326,27.79,4.38,-14.39,-21.82,-311.88,-27.82,475.33,-46.55,0.81,-23.87,-154.17,-17.08,5.57,-76.58,0.0,-135.64
56,325,27.43,3.98,-14.62,-22.53,-312.33,-27.63,474.77,-46.61,0.88,-23.64,-154.66,-17.13,5.57,-76.73,0.0,-134.81
57,324,28.51,5.7,-13.9,-21.85,-312.65,-26.97,475.67,-46.78,0.92,-23.22,-155.18,-17.18,5.62,-76.82,0.0,-136.06
58,323,27.55,5.0,-14.26,-22.38,-312.41,-28.35,476.52,-46.51,0.96,-23.71,-155.61,-17.03,5.36,-75.87,0.0,-135.76
59,323,27.12,3.75,-14.68,-22.89,-313.81,-28.95,479.64,-46.62,1.07,-23.8,-156.79,-17.03,5.57,-76.21,0.0,-136.88
60,323,26.16,3.98,-15.08,-22.29,-317.05,-28.48,484.5,-47.23,1.22,-23.45,-158.85,-17.11,5.73,-77.35,0.0,-138.97
61,323,25.97,3.98,-14.98,-22.42,-322.81,-28.34,491.97,-48.36,1.26,-23.27,-162.99,-17.22,6.1,-78.34,0.0,-140.82
62,322,25.14,3.02,-15.3,-22.55,-324.99,-27.62,493.32,-48.6,1.28,-23.37,-165.42,-17.5,6.8,-78.17,0.0,-140.71
63,322,24.39,2.18,-15.68,-23.36,-330.22,-26.94,499.41,-49.69,1.3,-23.8,-168.73,-17.6,7.09,-78.78,0.0,-142.26
64,322,23.98,3.54,-15.82,-24.44,-334.27,-26.56,504.48,-50.68,1.36,-23.67,-171.57,-17.7,7.32,-79.33,0.0,-143.66
65,322,23.25,2.33,-16.0,-24.86,-338.03,-26.34,508.93,-51.62,1.36,-23.74,-174.1,-17.71,7.56,-79.77,0.0,-144.56
66,321,22.66,1.78,-15.76,-24.31,-338.74,-24.5,504.93,-51.86,1.32,-23.45,-173.81,-17.81,7.83,-80.95,0.0,-141.69
67,321,23.43,1.67,-15.08,-24.04,-340.26,-24.74,507.75,-52.32,1.34,-23.58,-174.49,-17.87,7.95,-81.28,0.0,-142.75
68,321,24.59,2.5,-13.95,-24.54,-341.23,-24.14,509.18,-52.47,1.36,-23.08,-175.41,-17.97,8.13,-81.78,0.0,-143.81
69,321,25.01,3.83,-13.65,-24.48,-342.74,-24.31,511.85,-52.71,1.34,-22.91,-176.28,-18.11,7.97,-82.03,0.0,-144.79
70,321,25.85,5.5,-12.88,-24.01,-343.66,-23.33,512.75,-52.87,1.43,-22.9,-176.97,-18.15,8.13,-82.32,0.0,-145.76
71,321,26.77,4.8,-11.97,-23.99,-344.22,-25.11,515.29,-53.24,1.51,-22.57,-177.46,-18.22,8.33,-82.57,0.0,-145.97
72,321,26.36,3.63,-12.43,-24.01,-345.13,-24.97,516.51,-53.4,1.51,-22.39,-177.97,-18.26,8.4,-83.03,0.0,-146.4
73,321,27.64,4.04,-11.62,-24.09,-345.25,-23.99,518.67,-53.64,1.62,-22.13,-177.97,-18.39,8.71,-83.45,0.0,-149.42
74,321,27.94,5.5,-11.5,-22.87,-346.51,-24.71,521.15,-53.81,1.71,-22.28,-178.59,-18.42,8.63,-83.74,0.0,-149.93
75,321,28.38,4.98,-11.51,-24.08,-347.43,-24.61,522.68,-54.17,1.67,-22.11,-178.75,-18.48,8.55,-84.13,0.0,-150.65
76,321,28.73,5.91,-11.23,-24.07,-349.76,-23.92,525.02,-54.61,1.67,-22.18,-180.12,-18.51,8.49,-84.51,0.0,-151.34
77,321,29.08,4.5,-10.98,-24.03,-350.58,-24.22,526.55,-54.78,1.64,-22.22,-180.5,-18.58,8.63,-84.77,0.0,-151.76
78,321,28.53,4.36,-11.65,-23.46,-350.85,-25.12,527.95,-54.97,1.68,-21.96,-180.83,-18.6,8.74,-84.91,0.0,-151.98
79,321,27.6,3.88,-12.25,-23.75,-352.5,-26.45,532.12,-55.2,1.63,-22.44,-181.53,-18.63,8.73,-85.05,0.0,-153.17
80,321,27.69,4.43,-12.24,-23.95,-353.78,-25.65,533.17,-55.58,1.6,-22.85,-181.99,-18.65,8.93,-85.22,0.0,-153.75
81,321,28.29,3.19,-12.06,-24.03,-354.68,-24.82,533.55,-55.89,1.54,-22.96,-182.29,-18.69,8.96,-85.35,0.0,-154.05
82,321,29.07,4.55,-11.71,-24.79,-354.43,-25.47,534.13,-56.05,1.55,-22.64,-182.17,-18.69,9.16,-85.59,0.0,-154.23
83,321,29.12,2.93,-11.5,-24.26,-355.03,-25.71,535.45,-56.29,1.58,-22.62,-182.59,-18.69,9.28,-85.67,0.0,-154.72
84,321,30.39,5.46,-10.48,-24.62,-355.36,-23.75,534.35,-56.2,1.61,-22.74,-182.92,-18.68,9.51,-85.94,0.0,-155.25
85,321,30.32,5.24,-10.54,-24.55,-356.78,-23.72,536.24,-56.89,1.64,-22.75,-183.59,-18.68,9.55,-86.04,0.0,-155.75
86,321,30.51,5.44,-10.08,-24.7,-357.35,-23.45,536.93,-57.18,1.69,-22.9,-183.64,-18.69,9.63,-86.27,0.0,-156.14
87,321,30.32,5.76,-9.98,-24.94,-358.97,-25.51,541.35,-57.57,1.66,-23.13,-184.21,-18.67,9.67,-86.72,0.0,-156.87
88,321,29.77,6.6,-10.3,-25.5,-359.61,-25.68,542.87,-57.73,1.67,-22.93,-184.48,-18.66,9.54,-87.01,0.0,-157.59
89,321,29.9,6.75,-10.24,-26.29,-360.18,-25.38,543.54,-58.04,1.66,-22.94,-184.69,-18.66,9.61,-87.12,0.0,-157.98
90,321,30.2,6.85,-9.96,-25.17,-360.1,-25.61,544.05,-58.17,1.6,-22.46,-184.96,-18.66,9.77,-87.23,0.0,-158.34
91,321,30.23,7.25,-9.82,-26.35,-360.52,-26.19,545.45,-58.47,1.58,-22.18,-185.27,-18.66,9.85,-87.37,0.0,-158.74
92,320,31.29,6.91,-9.18,-25.14,-360.87,-26.92,546.51,-58.62,1.56,-22.23,-185.78,-18.55,9.52,-86.76,0.0,-158.72
93,320,30.72,5.91,-9.58,-24.75,-361.62,-27.37,547.88,-58.66,1.57,-22.11,-186.07,-18.56,9.57,-87.35,0.0,-158.88
94,320,30.97,6.0,-9.71,-24.58,-361.64,-26.71,548.56,-58.77,1.58,-22.02,-186.08,-18.56,9.7,-87.5,0.0,-160.21
95,320,30.84,5.46,-9.56,-24.12,-361.85,-27.05,549.86,-58.88,1.67,-21.93,-186.36,-18.56,9.79,-87.57,0.0,-160.96
96,320,31.67,4.85,-9.03,-23.6,-362.33,-26.13,550.4,-59.0,1.64,-21.73,-186.78,-18.55,9.89,-87.8,0.0,-161.94
97,320,31.29,5.39,-9.29,-24.85,-362.88,-26.74,551.88,-59.15,1.67,-21.85,-187.12,-18.56,10.04,-87.91,0.0,-162.26
98,320,30.73,4.14,-9.5,-24.85,-363.65,-26.67,553.11,-59.34,1.72,-21.84,-187.75,-18.56,10.19,-88.05,0.0,-162.79
99,320,30.44,4.44,-9.64,-25.04,-363.73,-28.08,555.13,-59.68,1.75,-21.53,-187.88,-18.55,10.47,-88.32,0.0,-163.33
100,320,30.13,4.01,-9.75,-25.21,-363.55,-27.27,554.64,-59.51,1.79,-21.27,-188.0,-18.57,10.66,-88.65,0.0,-163.82
101,320,30.37,3.72,-9.5,-25.14,-363.55,-27.23,555.19,-59.59,1.77,-21.02,-188.21,-18.56,10.81,-88.75,0.0,-164.42
102,320,30.88,3.94,-8.98,-25.49,-363.37,-26.87,555.32,-59.54,1.7,-20.59,-188.66,-18.56,11.07,-88.79,0.0,-165.08
103,320,30.9,4.62,-9.06,-25.44,-363.15,-26.24,555.13,-59.5,1.73,-20.35,-188.91,-18.55,11.27,-88.82,0.0,-165.74
104,320,31.16,3.94,-9.0,-25.16,-363.04,-27.76,556.93,-59.57,1.75,-20.15,-189.0,-18.55,11.38,-88.9,0.0,-166.14
105,320,31.52,2.91,-8.71,-25.16,-363.67,-27.18,557.56,-59.75,1.84,-20.29,-189.17,-18.55,11.57,-89.32,0.0,-166.72
106,320,30.99,2.12,-8.91,-26.22,-363.92,-28.49,559.69,-59.94,1.86,-20.09,-189.43,-18.55,11.64,-89.42,0.0,-167.29
107,320,30.93,3.05,-8.85,-26.54,-365.11,-28.92,561.54,-60.19,1.9,-20.44,-190.01,-18.55,11.72,-89.54,0.0,-167.5
108,320,31.03,4.5,-8.91,-26.6,-365.82,-29.95,563.35,-60.28,1.96,-20.57,-190.53,-18.54,11.75,-89.6,0.0,-167.59
109,320,31.8,5.39,-8.37,-25.96,-365.92,-29.97,563.65,-60.39,1.98,-20.43,-190.7,-18.54,11.92,-89.75,0.0,-167.77
110,320,31.05,3.86,-8.79,-25.78,-366.44,-30.35,564.78,-60.46,1.98,-20.54,-190.93,-18.54,11.93,-89.87,0.0,-167.99
111,319,30.06,5.99,-10.29,-26.84,-365.88,-30.65,565.01,-60.25,1.97,-20.79,-191.42,-18.53,11.9,-88.77,0.0,-168.48
112,319,29.38,5.93,-10.58,-27.22,-366.63,-31.0,566.58,-60.31,1.93,-21.13,-191.65,-18.55,11.93,-88.85,0.0,-168.95
113,318,28.69,6.27,-11.19,-27.36,-367.54,-30.76,568.0,-60.32,1.89,-21.15,-192.01,-18.6,11.82,-89.17,0.0,-169.7
114,317,27.56,4.83,-12.25,-26.2,-367.19,-30.03,566.07,-60.32,1.83,-21.38,-191.88,-18.65,11.89,-88.67,0.0,-168.85
115,316,27.75,4.92,-12.24,-25.49,-367.3,-29.37,566.32,-60.32,1.84,-21.29,-191.94,-18.69,12.03,-88.91,0.0,-169.64
116,315,27.49,3.06,-12.3,-25.59,-367.26,-30.1,567.75,-60.24,1.82,-21.28,-191.49,-18.73,11.92,-89.24,0.0,-170.39
117,314,26.21,4.12,-12.88,-26.21,-366.43,-30.31,562.83,-59.96,1.55,-22.86,-191.36,-18.03,10.92,-86.69,0.0,-166.09
118,314,26.27,4.42,-12.82,-26.4,-366.82,-30.36,563.57,-60.1,1.6,-22.94,-191.42,-18.03,10.96,-86.89,0.0,-166.38
119,314,26.35,6.2,-12.6,-26.94,-367.46,-30.71,564.88,-60.23,1.61,-23.05,-191.77,-18.04,11.01,-86.98,0.0,-166.71
120,314,25.61,4.63,-13.04,-27.18,-368.48,-31.15,567.0,-60.28,1.59,-23.26,-192.33,-18.04,10.9,-87.06,0.0,-167.38
121,314,25.53,4.03,-13.04,-26.53,-369.07,-30.53,567.22,-60.77,1.63,-22.77,-192.87,-18.05,10.99,-87.21,0.0,-167.63
122,313,25.14,3.94,-12.9,-26.99,-371.5,-30.28,571.03,-60.91,1.68,-24.75,-193.02,-18.11,11.15,-87.52,0.0,-169.26
123,313,24.87,5.26,-12.75,-26.07,-373.79,-30.9,574.34,-61.56,1.69,-24.94,-194.16,-18.11,11.25,-87.96,0.0,-169.65
