코드,종목명,상장일,수정공모가,상장일종가,6M종가,12M종가,18M종가,24M종가,상장일수익률_수정공모가(%),6M수익률_수정공모가(%),12M수익률_수정공모가(%),18M수익률_수정공모가(%),24M수익률_수정공모가(%),6M수익률_종가(%),12M수익률_종가(%),18M수익률_종가(%),24M수익률_종가(%),최종일,최종일종가,최종일수익률_수정공모가(%),최종일수익률_종가(%),기관_6M순매수,기관_12M순매수,기관_18M순매수,기관_24M순매수,외국인총합계_6M순매수,외국인총합계_12M순매수,외국인총합계_18M순매수,외국인총합계_24M순매수,개인_6M순매수,개인_12M순매수,개인_18M순매수,개인_24M순매수,금융투자_6M순매수,금융투자_12M순매수,금융투자_18M순매수,금융투자_24M순매수,보험_6M순매수,보험_12M순매수,보험_18M순매수,보험_24M순매수,투신_6M순매수,투신_12M순매수,투신_18M순매수,투신_24M순매수,사모펀드_6M순매수,사모펀드_12M순매수,사모펀드_18M순매수,사모펀드_24M순매수,은행_6M순매수,은행_12M순매수,은행_18M순매수,은행_24M순매수,연기금_6M순매수,연기금_12M순매수,연기금_18M순매수,연기금_24M순매수,기타금융기관_6M순매수,기타금융기관_12M순매수,기타금융기관_18M순매수,기타금융기관_24M순매수,"국가,지자체_6M순매수","국가,지자체_12M순매수","국가,지자체_18M순매수","국가,지자체_24M순매수",기타법인_6M순매수,기타법인_12M순매수,기타법인_18M순매수,기타법인_24M순매수
A438700,버넥트,2023-07-26,16000.0,11700.0,9050.0,4670.0,2810.0,,-26.9,-43.4,-70.8,-82.4,,-22.6,-60.1,-76.0,,2025-07-25,4285.0,-73.2,-63.4,-418.1,-444.1,-445.1,,8.6,-1.9,-0.1,,574.2,612.1,611.3,,-36.9,-40.5,-40.5,,-2.1,-2.1,-2.1,,-36.0,-44.7,-45.2,,-108.2,-121.9,-122.3,,-90.5,-90.5,-90.5,,-2.5,-2.5,-2.5,,-142.0,-142.0,-142.0,,0.0,0.0,0.0,,-164.7,-166.1,-166.1,
A172670,에이엘티,2023-07-27,25000.0,22550.0,24450.0,12090.0,7800.0,,-9.8,-2.2,-51.6,-68.8,,8.4,-46.4,-65.4,,2025-07-25,6940.0,-72.2,-69.2,-37.8,-39.8,-68.3,,-8.5,35.5,6.1,,184.1,244.7,301.9,,-9.6,4.5,11.0,,1.3,2.3,2.0,,33.7,7.5,-5.4,,18.9,18.6,-2.5,,-96.6,-96.6,-96.6,,19.3,28.7,27.9,,-4.8,-4.8,-4.8,,0.0,0.0,0.0,,-137.8,-240.4,-239.7,
A388870,파로스아이바이오,2023-07-27,14000.0,8730.0,13700.0,12130.0,8130.0,,-37.6,-2.1,-13.4,-41.9,,56.9,38.9,-6.9,,2025-07-25,6000.0,-57.1,-31.3,-391.3,-437.6,-457.4,,-31.7,-48.5,-49.6,,821.5,894.6,915.7,,-91.5,-88.6,-84.3,,13.9,2.5,2.5,,75.8,54.8,37.6,,-127.1,-143.9,-150.8,,-133.7,-133.7,-133.7,,0.2,0.2,0.2,,-129.0,-129.0,-129.0,,0.0,0.0,0.0,,-398.5,-408.5,-408.8,
A429270,시지트로닉스,2023-08-03,22790.0,21058.0,10383.0,7183.0,4157.0,,-7.6,-54.4,-68.5,-81.8,,-50.7,-65.9,-80.3,,2025-08-01,5260.0,-76.9,-75.0,-283.8,-339.1,-343.2,,10.0,8.0,6.8,,317.8,398.9,404.2,,-48.6,-48.5,-48.6,,-0.3,-0.3,-0.3,,-6.8,-8.7,-9.2,,-63.0,-93.1,-96.7,,-53.4,-53.4,-53.4,,-13.8,-13.8,-13.8,,-97.9,-121.2,-121.2,,0.0,0.0,0.0,,-44.0,-67.9,-67.8,
A373170,엠아이큐브솔루션,2023-08-04,4003.0,8907.0,4720.0,2569.0,2318.0,2702.0,122.5,17.9,-35.8,-42.1,-32.5,-47.0,-71.2,-74.0,-69.7,2025-08-04,2702.0,-32.5,-69.7,-117.7,-132.4,-137.5,-143.0,-15.3,-20.4,-22.1,-19.5,135.2,155.3,162.0,165.1,-22.5,-24.0,-24.0,-26.3,-0.4,-0.4,-0.4,-0.4,-10.1,-14.9,-15.6,-15.9,-79.7,-88.2,-92.5,-95.4,-0.3,-0.3,-0.3,-0.3,-0.4,-0.4,-0.4,-0.4,-4.2,-4.2,-4.2,-4.2,0.0,0.0,0.0,0.0,-2.3,-2.5,-2.4,-2.6
A440110,파두,2023-08-07,31000.0,27600.0,19350.0,14100.0,14950.0,12030.0,-11.0,-37.6,-54.5,-51.8,-61.2,-29.9,-48.9,-45.8,-56.4,2025-08-07,12030.0,-61.2,-56.4,-4194.3,-4290.8,-4288.7,-4296.2,-56.2,232.5,491.3,329.4,4698.7,4530.7,4272.0,4434.3,-471.4,-462.7,-477.8,-462.5,7.2,8.8,20.3,17.1,-254.7,-227.5,-131.9,-143.5,-1972.4,-2105.4,-2195.0,-2203.0,-297.9,-297.9,-297.9,-297.9,-12.1,-13.0,-13.0,-13.0,-1193.1,-1193.1,-1193.5,-1193.5,0.0,0.0,0.0,0.0,-448.2,-472.4,-474.6,-467.5
A445680,큐리옥스바이오시스템즈,2023-08-10,6502.0,8667.0,18605.0,22500.0,19330.0,,33.3,186.1,246.0,197.3,,114.7,159.6,123.0,,2025-08-08,50200.0,672.1,479.2,-407.6,-724.1,-824.3,,-165.3,-119.9,-172.2,,758.8,1176.6,1371.0,,-19.4,-38.1,-37.4,,-7.2,-4.0,-5.2,,38.1,54.7,38.4,,-280.0,-378.3,-455.2,,-1.6,-1.6,-1.6,,48.2,3.5,-0.2,,-185.7,-360.3,-363.0,,0.0,0.0,0.0,,-186.0,-332.6,-374.5,
A448710,코츠테크놀로지,2023-08-10,13000.0,20400.0,15720.0,22000.0,16680.0,,56.9,20.9,69.2,28.3,,-22.9,7.8,-18.2,,2025-08-08,21600.0,66.2,5.9,-71.1,-37.7,-52.0,,-16.4,-30.6,-24.2,,229.8,300.2,305.1,,-17.0,-15.9,-22.1,,0.0,11.8,4.7,,11.8,34.9,22.6,,-62.6,-65.9,-54.5,,-0.1,-0.1,-0.1,,-0.2,0.4,0.4,,-3.0,-2.9,-2.9,,0.0,0.0,0.0,,-142.4,-231.9,-229.0,
A424960,스마트레이더시스템,2023-08-22,8000.0,10470.0,13760.0,7120.0,14980.0,7280.0,30.9,72.0,-11.0,87.2,-9.0,31.4,-32.0,43.1,-30.5,2025-08-22,7280.0,-9.0,-30.5,-263.1,-288.4,-256.5,-264.3,-73.7,-116.2,-97.8,-154.2,627.4,716.0,750.2,836.1,-58.5,-63.1,-41.4,-50.6,-0.6,-0.4,4.1,1.3,-17.4,-30.1,-32.6,-35.3,-165.2,-173.1,-172.9,-174.4,-1.5,-1.5,-1.4,-1.4,-1.4,-1.4,5.1,3.5,-18.5,-18.7,-17.4,-7.4,0.0,0.0,0.0,0.0,-290.6,-311.4,-396.0,-417.6
A418250,시큐레터,2023-08-24,12000.0,24300.0,9430.0,6550.0,6550.0,,102.5,-21.4,-45.4,-45.4,,-61.2,-73.0,-73.0,,2025-08-22,6550.0,-45.4,-73.0,-225.5,-227.4,-227.4,,5.0,4.3,4.3,,443.5,446.1,446.1,,-32.9,-32.4,-32.4,,-0.4,-0.4,-0.4,,-24.5,-25.4,-25.4,,-92.7,-94.2,-94.2,,-62.2,-62.2,-62.2,,-0.7,-0.7,-0.7,,-12.1,-12.1,-12.1,,0.0,0.0,0.0,,-223.0,-223.0,-223.0,
A450520,인스웨이브,2023-09-25,8009.0,17185.0,5553.0,3755.0,4085.0,4030.0,114.6,-30.7,-53.1,-49.0,-49.7,-67.7,-78.1,-76.2,-76.5,2025-09-25,4030.0,-49.7,-76.5,-259.3,-265.5,-264.7,-264.2,-0.8,-1.1,-5.4,-9.9,364.1,372.8,376.0,377.1,-42.5,-41.8,-43.0,-43.0,-1.4,-1.4,-1.4,-1.4,-28.8,-33.9,-35.7,-35.7,-143.4,-145.1,-141.3,-140.8,-1.5,-1.5,-1.5,-1.5,-0.8,-0.8,-0.8,-0.8,-40.9,-40.9,-40.9,-40.9,0.0,0.0,0.0,0.0,-104.0,-106.3,-105.9,-103.0
A418470,KT밀리의서재,2023-09-27,23000.0,41600.0,19420.0,15380.0,13040.0,,80.9,-15.6,-33.1,-43.3,,-53.3,-63.0,-68.7,,2025-09-26,14050.0,-38.9,-66.2,-304.6,-389.1,-372.0,,-50.2,-91.8,-68.5,,582.5,689.6,733.1,,-55.0,-52.2,-47.2,,28.6,13.4,20.2,,-18.5,-47.8,-27.1,,-53.1,-78.1,-85.3,,2.3,-0.9,-0.2,,20.1,5.9,21.1,,-229.0,-229.2,-253.5,,0.0,0.0,0.0,,-227.7,-208.7,-292.6,
A430690,한싹,2023-10-04,6253.0,10756.0,7654.0,6040.0,4325.0,,72.0,22.4,-3.4,-30.8,,-28.8,-43.8,-59.8,,2025-10-02,6010.0,-3.9,-44.1,-269.1,-294.9,-297.8,,-34.9,-41.4,-42.1,,313.5,347.8,351.2,,-53.3,-73.1,-75.7,,-1.3,-1.3,-1.3,,-21.3,-23.2,-23.5,,-168.5,-171.6,-171.7,,-0.9,-0.9,-0.9,,-1.2,-1.2,-1.2,,-22.7,-23.6,-23.6,,0.0,0.0,0.0,,-9.5,-11.5,-11.3,
A443250,레뷰코퍼레이션,2023-10-06,15000.0,23000.0,9970.0,8880.0,10670.0,,53.3,-33.5,-40.8,-28.9,,-56.7,-61.4,-53.6,,2025-10-02,11070.0,-26.2,-51.9,-213.7,-178.5,-154.0,,-69.2,-73.1,-83.0,,287.6,313.2,349.7,,-35.2,10.2,11.6,,4.5,2.7,2.7,,-0.4,0.5,-3.9,,-165.4,-173.3,-145.7,,-1.0,-1.0,-1.0,,1.9,0.5,0.5,,-18.1,-18.1,-18.1,,0.0,0.0,0.0,,-4.7,-61.6,-112.6,
A451220,아이엠티,2023-10-10,14000.0,20750.0,22200.0,9620.0,10320.0,11670.0,48.2,58.6,-31.3,-26.3,-16.6,7.0,-53.6,-50.3,-43.8,2025-10-10,11670.0,-16.6,-43.8,-275.7,-267.5,-280.4,-288.1,-4.6,-8.7,-31.1,22.4,586.6,582.2,617.4,572.1,-55.0,-58.6,-59.3,-60.4,-0.5,1.4,1.4,1.4,-8.3,19.3,10.6,3.8,-93.0,-116.9,-120.4,-120.1,-1.5,-0.7,-0.7,-0.7,-0.8,4.6,4.6,4.6,-116.6,-116.7,-116.7,-116.7,0.0,0.0,0.0,0.0,-306.3,-305.9,-305.9,-306.4
A445180,퓨릿,2023-10-18,10700.0,14460.0,12830.0,6630.0,5550.0,,35.1,19.9,-38.0,-48.1,,-11.3,-54.1,-61.6,,2025-10-17,8450.0,-21.0,-41.6,-322.5,-328.6,-323.4,,-94.2,-81.9,-84.9,,423.5,418.0,416.1,,-47.5,-48.3,-48.3,,-2.2,-2.2,-2.2,,-46.8,-46.8,-46.1,,-200.3,-205.5,-201.1,,-1.7,-1.7,-1.7,,-2.3,-2.3,-2.3,,-21.7,-21.7,-21.7,,0.0,0.0,0.0,,-6.7,-7.5,-7.7,
A416180,신성에스티,2023-10-19,26000.0,39050.0,28850.0,25850.0,29650.0,,50.2,11.0,-0.6,14.0,,-26.1,-33.8,-24.1,,2025-10-17,48000.0,84.6,22.9,-768.1,-793.7,-783.4,,-88.2,-120.1,-126.3,,853.6,970.7,947.1,,-71.7,-79.9,-69.7,,-0.4,-0.4,-0.4,,-28.7,-29.9,-29.9,,-286.1,-300.2,-300.2,,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,,-380.5,-382.6,-382.6,,0.0,0.0,0.0,,2.7,-56.9,-37.4,
A396470,워트,2023-10-26,6500.0,8650.0,10110.0,9200.0,7600.0,,33.1,55.5,41.5,16.9,,16.9,6.4,-12.1,,2025-10-24,7910.0,21.7,-8.6,-266.3,-269.5,-269.4,,-4.4,-21.1,-31.7,,277.1,290.6,301.4,,-50.0,-52.4,-52.2,,-0.5,-0.5,-0.5,,-40.3,-38.9,-39.0,,-163.8,-165.8,-165.9,,-0.2,-0.2,-0.2,,-0.3,-0.3,-0.3,,-11.3,-11.3,-11.3,,0.0,0.0,0.0,,-6.3,-0.0,-0.3,
A432720,퀄리타스반도체,2023-10-27,16253.0,19743.0,29829.0,10210.0,15830.0,17700.0,21.5,83.5,-37.2,-2.6,8.9,51.1,-48.3,-19.8,-10.3,2025-10-27,17700.0,8.9,-10.3,-534.0,-654.4,-677.2,-675.4,-133.3,-123.0,-180.3,-184.7,1006.4,1115.8,1200.3,1198.4,-122.9,-191.9,-193.7,-192.3,-5.5,-6.9,-6.9,-6.9,-58.7,-58.9,-74.2,-72.7,-138.9,-184.2,-194.7,-193.4,-0.3,-0.3,-0.3,-0.3,-85.5,-88.0,-83.3,-85.6,-122.1,-124.1,-124.1,-124.1,0.0,0.0,0.0,0.0,-339.1,-338.4,-342.8,-338.3
A240600,유진테크놀로지,2023-11-02,17000.0,21200.0,10830.0,6440.0,4295.0,,24.7,-36.3,-62.1,-74.7,,-48.9,-69.6,-79.7,,2025-10-31,4140.0,-75.6,-80.5,-284.3,-318.5,-319.7,,-3.9,-6.7,-9.7,,297.0,336.5,341.3,,-24.3,-27.0,-27.1,,-0.3,-0.3,-0.3,,-24.2,-24.9,-25.5,,-110.8,-133.5,-134.1,,-0.5,-0.5,-0.5,,-4.3,-4.3,-4.3,,-119.8,-127.8,-127.8,,0.0,0.0,0.0,,-8.8,-11.3,-11.9,
A088280,쏘닉스,2023-11-07,7500.0,9430.0,3580.0,2595.0,2430.0,2060.0,25.7,-52.3,-65.4,-67.6,-72.5,-62.0,-72.5,-74.2,-78.2,2025-11-07,2060.0,-72.5,-78.2,-234.2,-239.1,-239.4,-241.8,-62.8,-64.8,-70.3,-70.3,362.5,385.4,383.7,386.0,-53.2,-56.0,-55.9,-56.6,-0.8,-0.8,-0.8,-0.8,-16.4,-17.6,-18.1,-19.3,-135.6,-136.4,-136.3,-136.9,-1.7,-1.7,-1.7,-1.7,-0.6,-0.6,-0.6,-0.6,-25.8,-25.9,-25.9,-25.9,0.0,0.0,0.0,0.0,-65.5,-81.4,-73.9,-73.8
A372320,큐로셀,2023-11-09,20000.0,21700.0,32550.0,28750.0,26650.0,,8.5,62.7,43.8,33.2,,50.0,32.5,22.8,,2025-11-07,40000.0,100.0,84.3,-351.7,-314.4,-384.3,,-58.8,-61.4,-70.4,,641.8,717.2,824.4,,-36.6,-38.4,-37.3,,0.6,0.6,0.8,,-17.7,31.2,30.8,,-265.0,-276.8,-314.8,,-0.1,-0.1,-0.1,,15.2,21.4,22.6,,-48.2,-52.3,-86.3,,0.0,0.0,0.0,,-231.3,-341.4,-369.6,
A413640,비아이매트릭스,2023-11-09,13000.0,11660.0,9020.0,8150.0,13450.0,,-10.3,-30.6,-37.3,3.5,,-22.6,-30.1,15.4,,2025-11-07,11930.0,-8.2,2.3,-102.8,-111.4,-83.9,,34.4,15.5,66.2,,266.0,291.2,203.6,,-1.4,-4.3,8.5,,-0.5,-0.5,1.5,,-11.6,-14.4,9.5,,-78.6,-81.6,-80.3,,-0.7,-0.7,-0.7,,-0.5,-0.5,0.0,,-9.4,-9.4,-22.4,,0.0,0.0,0.0,,-197.7,-195.3,-185.9,
A446540,메가터치,2023-11-09,4800.0,5590.0,5500.0,3800.0,4160.0,,16.5,14.6,-20.8,-13.3,,-1.6,-32.0,-25.6,,2025-11-07,3775.0,-21.4,-32.5,-198.8,-214.3,-216.6,,-192.9,-198.0,-214.3,,389.8,394.4,428.4,,-19.2,-25.7,-25.6,,-0.8,-0.8,-0.8,,-27.0,-29.3,-30.7,,-142.2,-149.0,-149.9,,-0.7,-0.7,-0.7,,-0.4,-0.4,-0.4,,-8.5,-8.5,-8.5,,0.0,0.0,0.0,,2.0,17.9,2.4,
A451760,컨텍,2023-11-09,22500.0,15920.0,19490.0,12470.0,9670.0,,-29.2,-13.4,-44.6,-57.0,,22.4,-21.7,-39.3,,2025-11-07,7800.0,-65.3,-51.0,-129.0,-190.6,-208.8,,18.4,-9.2,-10.3,,678.6,786.0,810.6,,-48.7,-33.6,-19.4,,18.0,4.5,4.6,,14.5,-8.9,-29.2,,-53.3,-59.7,-70.2,,-120.7,-121.3,-121.3,,88.5,55.4,53.7,,-27.2,-27.1,-27.1,,0.0,0.0,0.0,,-568.0,-586.1,-591.5,
A365330,에스와이스틸텍,2023-11-13,1483.0,3349.0,2076.0,5149.0,5297.0,3365.0,125.8,40.0,247.2,257.2,126.9,-38.0,53.7,58.2,0.5,2025-11-13,3365.0,126.9,0.5,-131.2,-134.0,-181.1,-275.2,-9.6,-52.6,-64.0,-71.3,144.9,190.5,471.9,576.4,-19.1,-20.3,-71.2,-162.2,-0.3,-0.3,-0.3,-0.3,-10.1,-10.1,-9.9,-11.2,-93.7,-95.3,-91.6,-93.5,-0.4,-0.4,-0.4,-0.5,-0.2,-0.2,-0.2,-0.2,-7.4,-7.4,-7.4,-7.2,0.0,0.0,0.0,0.0,-4.1,-3.9,-226.9,-230.0
A445090,에이직랜드,2023-11-13,25000.0,30300.0,51200.0,30150.0,31400.0,29450.0,21.2,104.8,20.6,25.6,17.8,69.0,-0.5,3.6,-2.8,2025-11-13,29450.0,17.8,-2.8,-525.1,-825.6,-831.0,-893.0,-349.1,-288.9,-374.3,-405.5,1773.5,2002.4,2106.5,2197.3,-96.9,-107.7,-94.4,-101.4,6.4,-9.6,-9.8,-9.8,128.9,-45.3,-66.4,-117.3,-258.9,-315.8,-311.4,-315.4,-202.7,-202.6,-202.6,-202.6,31.1,-9.8,-11.3,-11.2,-132.9,-134.9,-135.3,-135.3,0.0,0.0,0.0,0.0,-899.4,-888.0,-901.1,-898.7
A452300,캡스톤파트너스,2023-11-15,4000.0,9180.0,4285.0,2425.0,2990.0,,129.5,7.1,-39.4,-25.2,,-53.3,-73.6,-67.4,,2025-11-14,2590.0,-35.2,-71.8,-100.0,-99.0,-99.7,,10.3,11.8,13.6,,213.7,238.8,259.3,,-17.7,-18.8,-18.7,,-0.2,-0.2,-0.2,,-13.5,-11.3,-12.1,,-47.7,-47.7,-47.7,,-0.4,-0.4,-0.4,,-0.0,-0.0,-0.0,,-20.5,-20.5,-20.5,,0.0,0.0,0.0,,-124.0,-151.6,-173.2,
A352090,스톰테크,2023-11-20,5500.0,9530.0,3885.0,3205.0,4065.0,3650.0,73.3,-29.4,-41.7,-26.1,-33.6,-59.2,-66.4,-57.3,-61.7,2025-11-20,3650.0,-33.6,-61.7,-381.3,-397.9,-405.3,-391.7,3.0,-1.7,23.8,5.3,389.9,409.9,391.3,396.5,-77.8,-89.0,-93.4,-93.5,-1.7,-1.7,-1.7,-1.7,-32.5,-32.8,-31.1,-25.8,-224.2,-229.3,-234.0,-225.6,-2.0,-2.0,-2.0,-2.0,-2.2,-2.2,-2.2,-2.2,-40.9,-40.9,-40.9,-40.9,0.0,0.0,0.0,0.0,-11.6,-10.3,-9.9,-10.1
A448280,에코아이,2023-11-21,11567.0,20767.0,9500.0,5093.0,11790.0,10470.0,79.5,-17.9,-56.0,1.9,-9.5,-54.3,-75.5,-43.2,-49.6,2025-11-21,10470.0,-9.5,-49.6,-585.4,-598.0,-613.5,-615.5,-61.4,-62.4,-58.0,-29.3,663.4,673.2,687.6,657.3,-72.8,-71.3,-71.2,-74.5,-2.5,-2.5,-2.5,-2.5,-148.4,-154.0,-156.0,-155.3,-331.9,-340.5,-354.0,-353.6,-4.8,-4.8,-4.8,-4.7,-1.4,-1.4,-1.4,-1.4,-23.5,-23.5,-23.5,-23.5,0.0,0.0,0.0,0.0,-16.6,-12.8,-16.1,-12.5
A402490,그린리소스,2023-11-24,8505.0,26166.0,13508.0,6909.0,6584.0,7050.0,207.7,58.8,-18.8,-22.6,-17.1,-48.4,-73.6,-74.8,-73.1,2025-11-24,7050.0,-17.1,-73.1,-386.1,-435.8,-435.2,-437.8,-68.1,-68.7,-94.6,-83.5,876.0,923.5,952.4,946.9,-51.4,-66.5,-66.5,-64.7,-1.0,-3.3,-3.3,-3.3,-12.9,-43.9,-42.7,-47.0,-228.8,-230.0,-230.6,-230.7,-1.1,-1.1,-1.1,-1.1,1.3,1.3,1.3,1.3,-92.2,-92.2,-92.2,-92.2,0.0,0.0,0.0,0.0,-421.8,-419.0,-422.6,-425.6
A452280,한선엔지니어링,2023-11-24,7000.0,18330.0,13270.0,9780.0,7320.0,8450.0,161.9,89.6,39.7,4.6,20.7,-27.6,-46.6,-60.1,-53.9,2025-11-24,8450.0,20.7,-53.9,-430.2,-459.6,-460.0,-459.7,-6.6,-22.9,-40.0,-50.2,463.4,507.1,523.8,531.8,-63.5,-59.7,-60.0,-60.3,-0.2,-2.5,-2.5,-2.5,-76.4,-81.1,-82.2,-82.2,-252.6,-278.2,-277.3,-276.5,-2.1,-2.7,-2.7,-2.7,-3.8,-3.8,-3.8,-3.8,-31.5,-31.5,-31.5,-31.7,0.0,0.0,0.0,0.0,-26.5,-24.7,-23.8,-21.8
A453860,에이에스텍,2023-11-28,28000.0,70100.0,45600.0,19700.0,19170.0,15110.0,150.4,62.9,-29.6,-31.5,-46.0,-35.0,-71.9,-72.7,-78.4,2025-11-28,15110.0,-46.0,-78.4,-535.5,-590.3,-636.1,-652.2,-158.2,-158.2,-152.0,-155.5,855.1,941.4,1011.9,1030.2,-105.5,-163.0,-163.6,-163.9,7.3,-1.3,-1.3,-1.3,-89.6,-92.9,-105.6,-111.0,-300.7,-283.8,-315.4,-319.9,-1.2,-1.2,-1.2,-1.9,10.4,8.0,9.6,4.4,-56.1,-56.2,-58.7,-58.7,0.0,0.0,0.0,0.0,-161.3,-192.9,-223.8,-222.5
A355690,에이텀,2023-12-01,14501.0,24490.0,10731.0,4527.0,4246.0,4592.0,68.9,-26.0,-68.8,-70.7,-68.3,-56.2,-81.5,-82.7,-81.2,2025-12-01,4592.0,-68.3,-81.2,-452.3,-461.4,-467.7,-467.8,-22.4,-26.1,-26.8,-29.9,555.0,567.1,575.0,579.2,-24.9,-25.3,-25.5,-25.7,-0.0,-0.0,-0.0,-0.0,-34.5,-36.2,-37.5,-37.5,-330.4,-337.5,-342.2,-342.3,-0.1,-0.1,-0.1,-0.1,-55.2,-55.2,-55.2,-55.2,-7.1,-7.1,-7.1,-7.1,0.0,0.0,0.0,0.0,-80.3,-79.5,-80.5,-81.5
A338840,와이바이오로직스,2023-12-05,9000.0,12800.0,8660.0,7500.0,8800.0,26150.0,42.2,-3.8,-16.7,-2.2,190.6,-32.3,-41.4,-31.2,104.3,2025-12-05,26150.0,190.6,104.3,-360.8,-462.6,-451.6,-396.6,-3.7,-6.3,-5.2,-51.0,430.1,541.7,560.2,790.0,-58.1,-70.2,-67.5,-56.7,-0.1,-0.1,-0.1,8.2,-22.1,-22.3,-23.6,17.8,-147.6,-166.8,-157.2,-146.4,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.0,8.4,-132.8,-203.1,-203.1,-227.8,0.0,0.0,0.0,0.0,-65.6,-72.8,-103.4,-342.4
A432470,케이엔에스,2023-12-06,11500.0,46000.0,17750.0,10990.0,10310.0,,300.0,54.3,-4.4,-10.3,,-61.4,-76.1,-77.6,,2025-12-05,10340.0,-10.1,-77.5,-280.1,-287.8,-287.7,,33.5,13.2,4.6,,421.3,451.8,460.2,,-57.5,-57.2,-57.1,,-2.2,-2.2,-2.2,,-34.8,-35.3,-35.3,,-163.2,-170.7,-170.8,,-1.5,-1.5,-1.5,,-0.9,-0.9,-0.9,,-20.0,-20.0,-20.0,,0.0,0.0,0.0,,-174.7,-177.2,-177.1,
A417200,LS머트리얼즈,2023-12-12,6000.0,24000.0,28150.0,10780.0,11170.0,13130.0,300.0,369.2,79.7,86.2,118.8,17.3,-55.1,-53.5,-45.3,2025-12-12,13130.0,118.8,-45.3,-4181.0,-4813.7,-4750.0,-4522.3,191.6,460.5,347.1,285.5,4017.9,4775.7,5174.2,5343.0,-405.3,-480.8,-482.3,-372.6,-2.4,-9.8,-4.6,4.1,-801.5,-1293.8,-1294.2,-1271.0,-2827.0,-2914.5,-2918.3,-2977.5,-23.3,-23.3,-23.3,-23.2,-5.8,25.1,88.8,232.7,-115.8,-116.6,-116.0,-114.8,0.0,0.0,0.0,0.0,-28.4,-422.5,-771.4,-1106.2
A439580,블루엠텍,2023-12-13,6337.0,17010.0,4403.0,4413.0,5280.0,,168.4,-30.5,-30.4,-16.7,,-74.1,-74.1,-69.0,,2025-12-12,4840.0,-23.6,-71.5,-970.4,-1048.4,-1061.5,,34.2,46.6,-31.4,,1283.2,1389.7,1478.3,,-67.6,-64.5,-65.2,,-0.9,-0.9,-0.9,,-201.9,-199.3,-208.9,,-412.6,-408.7,-411.4,,-3.4,-69.6,-69.6,,-0.9,-0.9,-0.9,,-283.0,-304.5,-304.5,,0.0,0.0,0.0,,-347.0,-387.9,-385.5,
A457550,우진엔텍,2024-01-24,5300.0,21200.0,23300.0,22550.0,26400.0,,300.0,339.6,325.5,398.1,,9.9,6.4,24.5,,2026-01-23,26100.0,392.5,23.1,-283.0,-270.9,-252.4,,137.0,-50.5,-133.4,,554.1,894.2,950.0,,-95.5,-93.3,-87.7,,-0.7,-1.0,-1.0,,-38.0,-32.9,-21.4,,-139.9,-147.0,-149.6,,0.6,0.6,0.6,,-0.3,12.6,16.7,,-9.3,-9.8,-9.8,,0.0,0.0,0.0,,-408.1,-572.8,-564.3,
A440290,HB인베스트먼트,2024-01-25,3400.0,6700.0,2195.0,1570.0,2205.0,,97.1,-35.4,-53.8,-35.1,,-67.2,-76.6,-67.1,,2026-01-23,2025.0,-40.4,-69.8,-362.7,-371.9,-373.0,,-84.0,-88.0,-86.2,,463.2,476.3,475.5,,-52.1,-56.0,-55.9,,-2.4,-2.4,-2.4,,-50.2,-50.3,-51.0,,-222.5,-227.6,-228.1,,-2.3,-2.3,-2.3,,-1.1,-1.1,-1.1,,-32.1,-32.1,-32.1,,0.0,0.0,0.0,,-16.5,-16.3,-16.3,
A460930,현대힘스,2024-01-26,7300.0,29200.0,15650.0,18940.0,19970.0,18380.0,300.0,114.4,159.5,173.6,151.8,-46.4,-35.1,-31.6,-37.1,2026-01-26,18380.0,151.8,-37.1,-879.6,-911.6,-818.7,-2241.8,-308.1,-352.6,-454.8,-187.7,1195.9,1273.2,1285.4,2417.9,-68.7,-88.7,-136.5,-81.3,-7.4,-7.6,-5.3,-5.5,-114.6,-121.8,-4.3,-139.8,-647.5,-653.1,-642.5,-649.1,-3.5,-2.5,-2.8,-2.8,-3.8,-3.8,7.3,6.9,-34.1,-34.0,-34.6,-1370.2,0.0,0.0,0.0,0.0,-8.2,-9.0,-11.8,11.7
A105760,포스뱅크,2024-01-29,18000.0,23350.0,8740.0,5570.0,6630.0,5380.0,29.7,-51.4,-69.1,-63.2,-70.1,-62.6,-76.1,-71.6,-77.0,2026-01-29,5380.0,-70.1,-77.0,-575.0,-593.8,-593.9,-593.8,28.7,26.2,32.1,10.3,836.0,855.9,854.8,877.2,-64.6,-82.3,-82.4,-82.6,-2.5,-2.5,-2.5,-2.5,-68.3,-68.3,-68.3,-68.7,-353.3,-354.7,-354.5,-353.9,-2.7,-2.7,-2.7,-2.7,-0.2,-0.2,-0.2,-0.2,-83.3,-83.0,-83.2,-83.2,0.0,0.0,0.0,0.0,-289.8,-288.2,-293.0,-293.7
