코드,종목명,상장일,수정공모가,상장일종가,6M종가,12M종가,18M종가,24M종가,상장일수익률_수정공모가(%),6M수익률_수정공모가(%),12M수익률_수정공모가(%),18M수익률_수정공모가(%),24M수익률_수정공모가(%),6M수익률_종가(%),12M수익률_종가(%),18M수익률_종가(%),24M수익률_종가(%),최종일,최종일종가,최종일수익률_수정공모가(%),최종일수익률_종가(%),기관_6M순매수,기관_12M순매수,기관_18M순매수,기관_24M순매수,외국인총합계_6M순매수,외국인총합계_12M순매수,외국인총합계_18M순매수,외국인총합계_24M순매수,개인_6M순매수,개인_12M순매수,개인_18M순매수,개인_24M순매수,금융투자_6M순매수,금융투자_12M순매수,금융투자_18M순매수,금융투자_24M순매수,보험_6M순매수,보험_12M순매수,보험_18M순매수,보험_24M순매수,투신_6M순매수,투신_12M순매수,투신_18M순매수,투신_24M순매수,사모펀드_6M순매수,사모펀드_12M순매수,사모펀드_18M순매수,사모펀드_24M순매수,은행_6M순매수,은행_12M순매수,은행_18M순매수,은행_24M순매수,연기금_6M순매수,연기금_12M순매수,연기금_18M순매수,연기금_24M순매수,기타금융기관_6M순매수,기타금융기관_12M순매수,기타금융기관_18M순매수,기타금융기관_24M순매수,"국가,지자체_6M순매수","국가,지자체_12M순매수","국가,지자체_18M순매수","국가,지자체_24M순매수",기타법인_6M순매수,기타법인_12M순매수,기타법인_18M순매수,기타법인_24M순매수
A365900,브이씨,2022-02-24,15000.0,15350.0,10400.0,7950.0,4860.0,,2.3,-30.7,-47.0,-67.6,,-32.2,-48.2,-68.3,,2024-02-23,4005.0,-73.3,-73.9,-172.3,-188.2,-192.0,,-23.2,-23.5,-22.0,,211.0,250.5,247.2,,-36.5,-48.8,-49.1,,-0.5,-0.5,-0.5,,-6.3,-6.3,-6.5,,-48.1,-51.7,-55.1,,-60.2,-60.2,-60.2,,-0.1,-0.1,-0.1,,-20.5,-20.5,-20.5,,0.0,0.0,0.0,,-15.5,-38.8,-33.2,
A330730,스톤브릿지벤처스,2022-02-25,8000.0,6510.0,6060.0,5080.0,4035.0,,-18.6,-24.3,-36.5,-49.6,,-6.9,-22.0,-38.0,,2024-02-23,4490.0,-43.9,-31.0,-255.4,-235.7,-235.7,,-24.0,-28.4,-24.3,,282.1,271.1,268.5,,-40.8,-12.6,-12.5,,-0.0,-0.0,-0.0,,-15.1,-18.8,-18.9,,-197.7,-202.3,-202.4,,-0.1,-0.1,-0.1,,-0.2,-0.2,-0.2,,-1.6,-1.6,-1.6,,0.0,0.0,0.0,,-2.7,-7.0,-8.5,
A371950,풍원정밀,2022-02-28,15200.0,21450.0,17250.0,10200.0,8600.0,6540.0,41.1,13.5,-32.9,-43.4,-57.0,-19.6,-52.4,-59.9,-69.5,2024-02-28,6540.0,-57.0,-69.5,-241.1,-301.2,-311.8,-317.3,10.3,-2.9,-10.7,-10.9,248.4,317.6,334.6,344.5,-27.1,-30.4,-32.7,-32.6,1.2,-2.6,-2.5,-2.5,-21.5,-52.3,-58.6,-58.7,-176.6,-197.6,-205.3,-207.2,-1.0,-1.0,-1.0,-1.0,-2.4,-3.5,2.3,-1.3,-13.7,-13.7,-14.1,-14.1,0.0,0.0,0.0,0.0,-17.6,-13.6,-12.1,-16.3
A146320,비씨엔씨,2022-03-03,13000.0,22600.0,17300.0,17600.0,17740.0,,73.8,33.1,35.4,36.5,,-23.5,-22.1,-21.5,,2024-02-29,23600.0,81.5,4.4,-108.8,-70.6,-139.1,,-38.2,-31.9,-18.7,,558.0,510.7,561.1,,-40.0,-45.6,-48.5,,4.0,6.1,2.8,,-21.2,-0.7,9.9,,-105.2,-57.2,-113.1,,0.4,-0.6,-0.6,,68.3,43.0,26.0,,-15.2,-15.6,-15.6,,0.0,0.0,0.0,,-411.0,-408.2,-403.3,
A376930,노을,2022-03-03,3976.0,3662.0,2823.0,2910.0,2986.0,,-7.9,-29.0,-26.8,-24.9,,-22.9,-20.5,-18.5,,2024-02-29,2912.0,-26.8,-20.5,-124.4,-141.2,-147.1,,-25.1,-26.3,-30.1,,164.0,200.0,214.8,,-26.1,-26.4,-28.9,,0.0,0.0,0.0,,-6.7,-12.4,-13.1,,-56.5,-58.7,-59.1,,-29.9,-29.9,-29.9,,-0.2,-0.2,-0.2,,-4.9,-13.5,-15.8,,0.0,0.0,0.0,,-14.5,-32.4,-37.7,
A288980,모아데이타,2022-03-10,3335.0,2676.0,2115.0,4805.0,2740.0,,-19.8,-36.6,44.1,-17.8,,-21.0,79.6,2.4,,2024-03-08,2185.0,-34.5,-18.3,-235.6,-231.4,-240.0,,-7.0,-52.2,-54.3,,432.1,484.4,513.0,,-79.5,-78.2,-79.2,,-1.6,-1.6,-1.6,,-24.4,-25.1,-24.9,,-56.9,-53.3,-56.0,,0.0,0.0,0.0,,-0.0,-0.0,-0.0,,-73.1,-73.1,-78.3,,0.0,0.0,0.0,,-189.5,-200.8,-218.7,
A388720,유일로보틱스,2022-03-18,10000.0,26000.0,31450.0,31800.0,23350.0,27800.0,160.0,214.5,218.0,133.5,178.0,21.0,22.3,-10.2,6.9,2024-03-18,27800.0,178.0,6.9,-381.0,-426.7,-433.1,-418.1,-60.5,-80.4,-93.0,-77.3,688.7,783.2,790.5,754.4,-176.9,-170.6,-158.9,-142.1,2.6,0.8,0.0,0.0,-51.3,-68.9,-76.7,-81.5,-153.2,-186.0,-194.6,-191.6,0.5,0.5,0.2,0.2,-0.3,-0.3,-0.3,-0.3,-2.4,-2.4,-2.8,-2.8,0.0,0.0,0.0,0.0,-247.1,-276.0,-264.3,-259.1
A366030,나인앤컴퍼니,2022-03-23,3337.0,3337.0,8400.0,9510.0,6600.0,,0.0,151.7,185.0,97.8,,151.7,185.0,97.8,,2024-03-22,5890.0,76.5,76.5,-238.0,-238.2,-238.1,,-43.1,-41.7,-99.0,,327.1,331.1,388.8,,-110.6,-112.0,-112.0,,-4.3,-4.3,-4.3,,-22.8,-21.6,-21.6,,-100.6,-100.6,-100.6,,0.0,0.0,0.0,,4.2,4.2,4.2,,-3.9,-3.9,-3.9,,0.0,0.0,0.0,,-46.0,-51.2,-51.6,
A396300,세아메카닉스,2022-03-24,4400.0,7600.0,6500.0,6820.0,4175.0,,72.7,47.7,55.0,-5.1,,-14.5,-10.3,-45.1,,2024-03-22,4080.0,-7.3,-46.3,-484.9,-471.7,-506.1,,-45.8,-45.3,-45.7,,567.6,712.6,789.3,,-177.5,-176.0,-180.8,,-0.6,-0.6,-0.6,,-27.8,-24.2,-22.2,,-268.9,-260.8,-292.4,,-0.5,-0.5,-0.5,,-0.4,-0.4,-0.4,,-9.3,-9.3,-9.3,,0.0,0.0,0.0,,-36.8,-195.6,-237.5,
A388050,지투파워,2022-04-01,3320.0,7135.0,6280.0,12180.0,8860.0,9090.0,114.9,89.2,266.9,166.9,173.8,-12.0,70.7,24.2,27.4,2024-04-01,9090.0,173.8,27.4,-236.0,-240.5,-239.0,-239.3,-7.3,-51.7,-79.9,-75.1,520.4,551.5,595.2,591.5,-66.6,-67.1,-67.2,-67.0,-0.5,-0.5,-0.5,-0.5,-19.3,-20.2,-21.6,-21.7,-147.5,-150.6,-147.6,-148.1,-0.0,-0.0,-0.0,-0.0,-0.1,-0.1,-0.1,-0.1,-1.9,-1.9,-1.9,-1.9,0.0,0.0,0.0,0.0,-277.1,-259.4,-276.3,-277.1
A389140,포바이포,2022-04-28,15814.0,41117.0,9442.0,12335.0,6316.0,,160.0,-40.3,-22.0,-60.1,,-77.0,-70.0,-84.6,,2024-04-26,7870.0,-50.2,-80.9,-193.7,-255.7,-240.6,,-60.5,-54.3,-60.6,,620.5,779.4,770.8,,-42.3,-46.3,-41.1,,-1.0,-1.2,-1.2,,-38.6,-65.1,-55.8,,-97.5,-125.7,-125.6,,-0.4,-0.9,-0.9,,-1.3,-2.5,-1.9,,-12.5,-14.0,-14.0,,0.0,0.0,0.0,,-366.3,-469.4,-469.6,
A389260,대명에너지,2022-05-16,15000.0,13950.0,27250.0,24000.0,15760.0,16790.0,-7.0,81.7,60.0,5.1,11.9,95.3,72.0,13.0,20.4,2024-05-16,16790.0,11.9,20.4,-214.5,-194.1,-155.3,-162.0,-36.9,-71.6,-39.0,-61.7,255.2,309.1,227.1,263.1,-33.4,-37.6,-32.9,-23.9,-1.1,0.5,5.6,5.2,-5.7,5.0,25.7,12.4,-174.8,-171.4,-169.5,-171.1,0.0,0.0,0.0,0.0,2.6,11.4,17.0,16.8,-2.1,-2.0,-1.3,-1.3,0.0,0.0,0.0,0.0,-3.8,-43.4,-32.8,-39.4
A399720,가온칩스,2022-05-20,14000.0,27100.0,18900.0,29800.0,41600.0,79200.0,93.6,35.0,112.9,197.1,465.7,-30.3,10.0,53.5,192.3,2024-05-20,79200.0,465.7,192.3,-398.2,-342.8,-125.8,-261.5,-20.6,-43.8,-64.5,53.8,460.6,458.2,254.1,284.8,-60.3,-60.1,-27.3,-37.7,-2.1,10.2,9.1,-19.3,-71.8,-53.0,121.7,-46.9,-159.4,-150.8,-164.0,-187.6,-0.7,-0.7,-0.7,0.4,-2.6,12.9,36.5,121.8,-101.3,-101.3,-101.1,-92.3,0.0,0.0,0.0,0.0,-41.8,-71.6,-63.9,-77.0
A362320,청담글로벌,2022-06-03,6000.0,7640.0,10900.0,8330.0,6900.0,8730.0,27.3,81.7,38.8,15.0,45.5,42.7,9.0,-9.7,14.3,2024-06-03,8730.0,45.5,14.3,-268.5,-341.3,-314.5,-307.0,-53.4,-51.7,-65.5,-105.0,445.2,542.9,539.5,609.7,-80.7,-81.7,-54.7,-48.3,0.2,0.3,0.3,0.3,-111.2,-141.1,-139.4,-138.5,-42.9,-65.4,-67.3,-67.1,-4.0,-4.0,-4.0,-4.0,-0.2,-0.1,-0.1,-0.1,-29.7,-49.2,-49.2,-49.2,0.0,0.0,0.0,0.0,-123.3,-149.9,-159.5,-197.7
A382900,범한퓨얼셀,2022-06-17,40000.0,47950.0,26850.0,29600.0,18440.0,21100.0,19.9,-32.9,-26.0,-53.9,-47.2,-44.0,-38.3,-61.5,-56.0,2024-06-17,21100.0,-47.2,-56.0,-791.3,-741.6,-801.4,-830.6,21.8,17.6,-6.1,-4.8,856.3,805.9,932.7,1006.9,-35.6,-30.6,-51.4,-50.4,-6.4,-6.4,-6.3,-6.3,-117.7,-92.1,-106.0,-119.1,-293.4,-279.9,-297.9,-298.1,1.0,1.0,1.0,1.0,-4.5,1.1,0.7,1.9,-334.7,-334.8,-341.6,-359.7,0.0,0.0,0.0,0.0,-86.7,-81.8,-125.2,-171.6
A377460,큐에이드,2022-06-23,39088.0,26541.0,15587.0,13512.0,4080.0,,-32.1,-60.1,-65.4,-89.6,,-41.3,-49.1,-84.6,,2024-06-21,4080.0,-89.6,-84.6,-246.9,-260.4,-268.0,,-122.1,-127.0,-130.9,,379.3,396.8,496.7,,-13.5,-17.2,-21.0,,-0.1,-0.1,-0.1,,-24.9,-25.6,-26.3,,-203.1,-212.3,-215.3,,-0.1,-0.1,-0.1,,-0.1,-0.1,-0.1,,-4.9,-4.9,-5.0,,0.0,0.0,0.0,,-10.3,-9.4,-97.9,
A310210,보로노이,2022-06-24,32763.0,24040.0,25473.0,40216.0,50100.0,48500.0,-26.6,-22.3,22.7,52.9,48.0,6.0,67.3,108.4,101.7,2024-06-24,48500.0,48.0,101.7,-132.6,-113.2,-219.0,-157.5,-44.8,-24.8,3.2,-43.0,223.2,192.2,319.8,368.4,-46.6,-18.7,72.4,112.9,13.2,27.5,21.1,6.5,26.3,36.4,-58.1,-135.9,-180.0,-210.7,-393.6,-335.5,0.0,0.0,0.0,1.5,64.4,63.6,183.7,235.8,-10.0,-11.2,-44.5,-42.7,0.0,0.0,0.0,0.0,-45.9,-54.3,-103.9,-168.0
A412350,레이저쎌,2022-06-24,14305.0,15512.0,5731.0,11193.0,7635.0,8145.0,8.4,-59.9,-21.8,-46.6,-43.1,-63.1,-27.8,-50.8,-47.5,2024-06-24,8145.0,-43.1,-47.5,-342.4,-361.9,-427.4,-454.7,-56.7,-69.8,-75.7,-87.1,581.3,615.1,692.3,731.5,-34.5,-13.2,-48.1,-48.4,-0.5,-0.5,-0.6,-0.6,-21.0,-17.3,-29.1,-29.0,-90.2,-108.7,-120.6,-139.5,-95.5,-95.5,-95.5,-95.5,-0.1,-0.1,-0.1,-0.1,-100.7,-126.5,-133.3,-141.5,0.0,0.0,0.0,0.0,-182.1,-183.4,-189.2,-189.7
A396270,넥스트칩,2022-07-01,10893.0,11982.0,5463.0,13465.0,15569.0,10834.0,10.0,-49.8,23.6,42.9,-0.5,-54.4,12.4,29.9,-9.6,2024-07-01,10834.0,-0.5,-9.6,-279.7,-158.7,-53.2,-180.3,-0.1,66.8,25.5,-90.6,758.7,688.3,862.4,1096.3,-33.9,-22.1,-40.5,-41.0,-0.7,14.6,10.4,1.1,-55.0,-25.9,29.0,-20.6,-148.1,-103.6,-98.4,-102.7,-0.4,-0.4,-0.5,-0.5,-0.7,19.8,88.0,24.8,-40.7,-41.1,-41.2,-41.6,0.0,0.0,0.0,0.0,-478.8,-596.4,-834.7,-825.4
A402030,코난테크놀로지,2022-07-07,12218.0,14955.0,13538.0,31767.0,35677.0,,22.4,10.8,160.0,192.0,,-9.5,112.4,138.6,,2024-07-05,18738.0,53.4,25.3,-159.0,-261.0,-239.1,,-45.0,-85.5,-116.9,,206.4,378.7,421.4,,-25.4,-49.2,-26.6,,0.2,-0.3,2.7,,-23.9,-30.6,-31.4,,-102.9,-184.7,-187.0,,0.6,0.6,0.6,,-0.7,10.0,9.5,,-7.0,-6.9,-7.0,,0.0,0.0,0.0,,-2.4,-32.2,-65.4,
A112290,와이씨켐,2022-07-14,9305.0,8229.0,5928.0,6873.0,5357.0,,-11.6,-36.3,-26.1,-42.4,,-28.0,-16.5,-34.9,,2024-07-12,10630.0,14.2,29.2,-276.9,-313.2,-324.5,,-1.0,5.6,14.2,,405.3,474.8,477.0,,-36.4,-51.0,-60.8,,-0.3,-0.6,-0.6,,-2.6,12.9,12.8,,-117.9,-145.8,-147.2,,-0.8,-0.8,-0.8,,-0.3,3.2,3.2,,-118.7,-131.1,-131.1,,0.0,0.0,0.0,,-127.5,-167.3,-166.6,
A403870,HPSP,2022-07-15,6250.0,10813.0,14675.0,35650.0,41200.0,41300.0,73.0,134.8,470.4,559.2,560.8,35.7,229.7,281.0,281.9,2024-07-15,41300.0,560.8,281.9,148.9,-516.4,-303.4,-793.4,444.5,2051.8,3453.7,2932.5,33.3,-478.9,-1223.1,31.3,-50.9,-76.3,228.1,43.3,29.2,35.3,-14.7,-27.2,462.5,243.7,288.9,353.3,-248.1,-545.8,-506.9,-785.0,0.2,-2.5,-7.3,-6.1,337.8,302.0,152.4,84.3,-381.8,-472.8,-444.0,-456.0,0.0,0.0,0.0,0.0,-626.8,-1056.5,-1927.2,-2170.3
A328130,루닛,2022-07-21,6789.0,9052.0,8973.0,38473.0,32531.0,,33.3,32.2,466.7,379.2,,-0.9,325.0,259.4,,2024-07-19,22008.0,224.2,143.1,-270.5,-1278.3,-992.7,,-6.7,-1854.8,-2185.2,,403.3,4958.1,4970.5,,-85.8,-108.6,-195.0,,-3.8,-21.8,-13.8,,-89.0,-506.2,-201.2,,-49.6,5.5,-246.4,,0.2,2.6,2.8,,30.1,-200.6,108.8,,-72.7,-449.1,-447.8,,0.0,0.0,0.0,,-126.0,-1825.0,-1792.6,
A365340,성일하이텍,2022-07-28,50000.0,88200.0,104800.0,138500.0,90400.0,,76.4,109.6,177.0,80.8,,18.8,57.0,2.5,,2024-07-26,62500.0,25.0,-29.1,-1476.7,-1976.5,-2129.7,,-3.2,-42.1,70.9,,2469.6,3513.5,3525.0,,-237.9,-561.2,-485.5,,-12.9,-6.2,-18.9,,273.4,187.9,103.2,,-1529.2,-1695.4,-1677.7,,-6.3,-6.3,-6.9,,66.8,211.5,63.3,,-30.7,-106.9,-107.2,,0.0,0.0,0.0,,-989.7,-1495.0,-1466.2,
A397030,에이프릴바이오,2022-07-28,8004.0,10930.0,8159.0,10555.0,13430.0,,36.6,1.9,31.9,67.8,,-25.4,-3.4,22.9,,2024-07-26,18600.0,132.4,70.2,-270.1,-395.9,-672.1,,11.6,24.2,136.1,,363.1,494.6,755.4,,-0.6,-6.3,-21.7,,5.9,7.8,7.0,,15.4,-18.8,-39.1,,-68.9,-91.5,-116.1,,0.0,0.0,0.0,,3.2,11.2,30.6,,-225.1,-298.3,-532.9,,0.0,0.0,0.0,,-104.6,-122.9,-219.4,
A368600,아이씨에이치,2022-07-29,10196.0,8097.0,6295.0,4811.0,4946.0,3970.0,-20.6,-38.3,-52.8,-51.5,-61.1,-22.3,-40.6,-38.9,-51.0,2024-07-29,3970.0,-61.1,-51.0,-314.4,-314.9,-324.7,-329.7,1.2,1.5,4.0,-2.1,402.6,397.1,406.1,424.1,-23.8,-9.4,-19.8,-22.0,-5.9,-5.9,-5.9,-5.9,-50.3,-54.0,-54.0,-53.6,-97.4,-108.3,-107.8,-110.6,-0.3,-0.3,-0.3,-0.3,-112.1,-112.1,-112.1,-112.1,-24.6,-24.9,-24.9,-25.2,0.0,0.0,0.0,0.0,-89.4,-83.7,-85.4,-92.3
A107600,새빗켐,2022-08-04,35000.0,72500.0,98000.0,88300.0,56300.0,,107.1,180.0,152.3,60.9,,35.2,21.8,-22.3,,2024-08-02,28650.0,-18.1,-60.5,-577.6,-939.5,-959.6,,-86.6,-145.2,-156.7,,947.7,1367.5,1397.1,,-174.8,-357.3,-345.3,,-6.4,-12.2,-12.4,,-22.9,-45.2,-75.1,,-358.4,-506.7,-508.6,,-0.2,-0.2,-0.2,,-0.5,-0.4,-0.4,,-14.5,-17.5,-17.6,,0.0,0.0,0.0,,-283.4,-282.7,-280.7,
A148930,에이치와이티씨,2022-08-09,15000.0,15850.0,10190.0,9110.0,6920.0,4735.0,5.7,-32.1,-39.3,-53.9,-68.4,-35.7,-42.5,-56.3,-70.1,2024-08-09,4735.0,-68.4,-70.1,-273.8,-291.6,-274.2,-262.6,-0.9,6.2,4.3,-0.7,304.5,377.4,383.8,425.3,-54.1,-60.4,-42.0,-30.3,-0.6,-0.6,-0.6,-0.6,-40.3,-40.6,-40.6,-40.6,-139.5,-150.2,-150.3,-150.3,-1.5,-1.5,-2.5,-2.5,-6.5,-6.5,-6.5,-6.5,-31.3,-31.7,-31.7,-31.7,0.0,0.0,0.0,0.0,-29.8,-92.1,-113.9,-162.0
A129920,대성하이텍,2022-08-22,9000.0,14600.0,9040.0,7790.0,6360.0,4280.0,62.2,0.4,-13.4,-29.3,-52.4,-38.1,-46.6,-56.4,-70.7,2024-08-22,4280.0,-52.4,-70.7,-437.1,-472.1,-476.6,-484.1,-58.6,-62.9,-64.8,-71.2,626.9,673.8,680.8,695.9,-32.3,-26.9,-32.2,-32.3,-0.7,-0.6,-0.6,-0.6,-14.5,-31.3,-36.0,-36.9,-156.9,-164.6,-159.1,-165.6,-0.2,-0.2,-0.2,-0.2,6.2,-0.8,-0.8,-0.8,-238.9,-247.7,-247.7,-247.7,0.0,0.0,0.0,0.0,-131.1,-138.8,-139.3,-140.6
A394280,오픈엣지테크놀로지,2022-09-26,10000.0,10050.0,24100.0,17740.0,28150.0,13730.0,0.5,141.0,77.4,181.5,37.3,139.8,76.5,180.1,36.6,2024-09-26,13730.0,37.3,36.6,-193.8,-76.0,81.1,-61.4,-174.1,-270.0,-189.3,-327.5,762.0,733.1,497.9,760.9,-19.7,-16.0,-14.5,-68.1,1.1,21.8,46.4,17.8,13.0,77.7,84.7,93.2,-94.7,-88.6,-40.4,-66.4,-88.6,-88.6,-88.8,-89.8,0.0,21.3,92.9,51.9,-4.9,-3.7,0.8,0.1,0.0,0.0,0.0,0.0,-394.1,-387.2,-389.7,-372.0
A314140,알피바이오,2022-09-29,13000.0,18300.0,12520.0,8030.0,9820.0,,40.8,-3.7,-38.2,-24.5,,-31.6,-56.1,-46.3,,2024-09-27,6650.0,-48.8,-63.7,-241.0,-305.1,-305.3,,4.4,7.9,2.0,,282.2,343.5,343.2,,-9.8,-10.9,-10.9,,1.5,0.2,0.2,,34.1,-1.9,-1.9,,-262.3,-287.2,-287.3,,-0.1,-0.1,-0.1,,-0.1,-0.9,-0.9,,-4.3,-4.3,-4.3,,0.0,0.0,0.0,,-45.6,-46.3,-39.9,
A393890,더블유씨피,2022-09-30,60000.0,41700.0,47700.0,48650.0,39950.0,20150.0,-30.5,-20.5,-18.9,-33.4,-66.4,14.4,16.7,-4.2,-51.7,2024-09-30,20150.0,-66.4,-51.7,-1426.9,-2009.6,-2659.1,-3332.8,501.1,770.5,474.6,833.9,922.9,1198.4,2447.1,2772.6,-479.7,-1199.1,-1269.2,-1198.9,-16.5,-4.0,37.2,11.5,10.4,181.9,-69.8,-292.5,-1015.9,-1383.1,-1422.3,-1569.2,0.0,-16.7,-19.4,-20.3,100.6,603.5,600.5,487.9,-25.6,-192.1,-516.1,-751.1,0.0,0.0,0.0,0.0,2.9,40.7,-262.7,-273.7
A296640,이노에이엑스,2022-10-07,12500.0,15850.0,11080.0,7080.0,7150.0,5800.0,26.8,-11.4,-43.4,-42.8,-53.6,-30.1,-55.3,-54.9,-63.4,2024-10-07,5800.0,-53.6,-63.4,-123.7,-125.8,-126.5,-126.6,0.1,-0.4,-5.4,-7.4,186.7,189.3,182.2,182.7,-34.9,-30.3,-26.4,-26.4,-0.6,-0.6,-0.6,-0.6,-17.4,-16.9,-19.6,-19.7,-65.5,-72.7,-74.6,-74.7,-0.4,-0.4,-0.4,-0.4,-0.2,-0.2,-0.2,-0.2,-4.7,-4.7,-4.7,-4.7,0.0,0.0,0.0,0.0,-63.1,-63.1,-50.3,-48.6
A417970,모델솔루션,2022-10-07,27000.0,30900.0,24250.0,14600.0,14650.0,9980.0,14.4,-10.2,-45.9,-45.7,-63.0,-21.5,-52.8,-52.6,-67.7,2024-10-07,9980.0,-63.0,-67.7,-336.6,-341.9,-340.5,-341.1,-7.0,-21.9,-20.7,-20.6,484.7,508.1,506.3,507.6,-25.1,-28.8,-29.5,-29.7,-0.9,-0.9,-0.9,-0.9,-157.7,-156.3,-156.3,-156.6,-125.6,-128.5,-126.5,-126.6,-0.7,-0.7,-0.7,-0.7,-0.4,-0.4,-0.4,-0.4,-26.3,-26.3,-26.3,-26.3,0.0,0.0,0.0,0.0,-141.0,-144.3,-145.1,-145.9
A368970,오에스피,2022-10-14,11198.0,13398.0,9065.0,6772.0,6172.0,4513.0,19.6,-19.0,-39.5,-44.9,-59.7,-32.3,-49.5,-53.9,-66.3,2024-10-14,4513.0,-59.7,-66.3,-166.8,-171.5,-156.9,-171.4,14.7,1.2,1.5,1.5,167.8,185.5,172.3,189.0,-27.4,-28.0,-23.9,-26.6,-1.0,-1.0,-1.0,-1.0,-28.3,-26.8,-27.2,-32.8,-63.1,-68.7,-57.9,-64.1,-0.3,-0.3,-0.3,-0.3,-0.5,-0.5,-0.5,-0.5,-46.0,-46.0,-46.0,-46.0,0.0,0.0,0.0,0.0,-15.8,-15.1,-17.0,-19.0
A389500,에스비비테크,2022-10-17,12400.0,31050.0,56900.0,37200.0,26900.0,16260.0,150.4,358.9,200.0,116.9,31.1,83.3,19.8,-13.4,-47.6,2024-10-17,16260.0,31.1,-47.6,-887.9,-889.8,-860.1,-872.6,305.2,-45.1,-58.4,-63.6,687.9,1052.6,1037.2,1056.4,-66.4,-35.6,-28.4,-27.3,-0.6,-0.5,0.4,0.1,-56.8,-67.2,-69.2,-78.9,-704.8,-726.8,-725.9,-726.2,-46.3,-46.3,-46.3,-46.3,-2.3,-2.6,20.1,16.8,-10.8,-10.8,-10.8,-10.8,0.0,0.0,0.0,0.0,-105.2,-117.7,-118.8,-120.1
A360070,탑머티리얼,2022-10-18,30000.0,37000.0,79900.0,52900.0,59600.0,35700.0,23.3,166.3,76.3,98.7,19.0,115.9,43.0,61.1,-3.5,2024-10-18,35700.0,19.0,-3.5,-408.7,-495.6,-475.5,-416.9,-104.7,-77.7,-28.7,-301.3,516.9,565.6,492.8,713.6,-56.4,-75.2,-115.3,-65.1,-0.4,0.1,2.3,1.9,-83.1,-96.2,-47.3,-35.5,-260.5,-314.3,-316.3,-318.0,1.5,1.1,0.3,0.3,-1.0,-1.0,10.7,9.5,-8.9,-10.0,-9.9,-9.9,0.0,0.0,0.0,0.0,-3.4,7.7,11.5,4.5
A378800,샤페론,2022-10-19,4399.0,7592.0,5349.0,3202.0,1883.0,,72.6,21.6,-27.2,-57.2,,-29.5,-57.8,-75.2,,2024-10-18,3409.0,-22.5,-55.1,-299.2,-322.2,-329.9,,8.4,-6.0,-6.6,,547.2,613.6,623.3,,-44.5,-47.1,-47.1,,0.0,-0.0,-0.0,,-15.5,-14.1,-15.1,,-111.9,-112.5,-112.2,,0.0,0.0,0.0,,-2.5,-2.6,-9.6,,-124.8,-145.9,-145.9,,0.0,0.0,0.0,,-256.4,-285.3,-286.9,
A291810,핀텔,2022-10-20,8900.0,10850.0,7010.0,4425.0,2980.0,,21.9,-21.2,-50.3,-66.5,,-35.4,-59.2,-72.5,,2024-10-18,2045.0,-77.0,-81.2,-192.1,-200.1,-201.6,,-5.5,-14.5,-15.5,,345.2,361.2,364.1,,-50.1,-54.4,-55.7,,-0.5,-0.5,-0.5,,-39.3,-39.4,-39.4,,-94.7,-98.4,-98.6,,-0.1,-0.1,-0.1,,-0.3,-0.3,-0.3,,-7.1,-7.1,-7.1,,0.0,0.0,0.0,,-147.5,-146.7,-147.0,
A405000,플라즈맵,2022-10-21,69336.0,66364.0,61411.0,41056.0,26298.0,19612.0,-4.3,-11.4,-40.8,-62.1,-71.7,-7.5,-38.1,-60.4,-70.4,2024-10-21,19612.0,-71.7,-70.4,-401.5,-448.4,-459.8,-460.2,-20.9,-10.4,-10.6,-11.1,455.3,484.5,498.8,495.8,-19.6,-21.7,-21.6,-21.6,0.0,0.0,0.0,0.0,-0.7,-15.2,-16.9,-16.9,-123.1,-139.4,-142.1,-142.4,-75.5,-75.5,-75.5,-75.5,-10.9,-10.9,-10.9,-10.9,-171.7,-185.6,-192.9,-192.9,0.0,0.0,0.0,0.0,-33.0,-25.7,-28.4,-24.5
A419120,산돌,2022-10-27,9658.0,10711.0,6719.0,3606.0,4644.0,,10.9,-30.4,-62.7,-51.9,,-37.3,-66.3,-56.6,,2024-10-25,3319.0,-65.6,-69.0,-107.4,-124.8,-139.4,,-17.2,-16.9,-22.8,,174.7,183.0,217.9,,7.5,16.4,16.0,,-0.2,-0.2,-0.2,,-22.7,-28.3,-29.8,,-68.7,-89.4,-102.2,,-0.1,-0.1,-0.1,,-0.6,-0.6,-0.6,,-22.6,-22.6,-22.5,,0.0,0.0,0.0,,-50.1,-41.2,-55.6,
A417840,저스템,2022-10-28,3555.0,4198.0,5515.0,3940.0,4533.0,2712.0,18.1,55.1,10.8,27.5,-23.7,31.4,-6.1,8.0,-35.4,2024-10-28,2712.0,-23.7,-35.4,-159.7,-144.8,-190.6,-203.8,-47.3,-45.2,-61.9,-63.2,358.9,322.2,408.7,424.4,-35.7,-36.3,-37.6,-38.3,-0.0,-0.2,-0.2,-0.2,-18.5,3.4,-15.5,-25.1,-90.7,-98.2,-123.9,-126.8,0.0,0.0,0.0,0.0,-0.6,-0.7,-0.7,-0.7,-14.1,-12.7,-12.7,-12.7,0.0,0.0,0.0,0.0,-151.9,-132.2,-156.3,-157.5
