day,count,ret_ipo_mean,ret_ipo_median,ret_close_mean,ret_close_median,기관,외국인총합계,개인,금융투자,보험,투신,사모펀드,은행,연기금,기타금융기관,국가_지자체,기타법인
288,340,22.27,-13.23,-11.39,-38.1,-449.22,-21.6,708.99,-76.94,2.54,-33.47,-238.92,-18.74,19.28,-102.98,0.0,-238.17
289,340,22.4,-14.17,-11.22,-37.97,-449.0,-21.2,709.37,-76.75,2.53,-33.43,-238.89,-18.76,19.31,-103.01,0.0,-239.17
290,340,22.67,-14.78,-11.11,-38.04,-447.63,-21.89,708.64,-76.43,2.62,-32.9,-238.88,-18.75,19.74,-103.02,0.0,-239.12
291,340,22.51,-14.59,-11.29,-38.77,-447.59,-22.65,709.37,-76.37,2.69,-32.85,-239.05,-18.75,19.8,-103.07,0.0,-239.13
292,340,22.75,-14.29,-11.07,-37.56,-447.47,-22.96,709.58,-76.16,2.71,-33.1,-238.98,-18.76,19.93,-103.1,0.0,-239.15
293,340,23.36,-13.42,-10.6,-38.09,-447.3,-23.07,709.79,-76.2,2.72,-33.13,-238.91,-18.76,20.2,-103.22,0.0,-239.43
294,340,23.1,-13.69,-10.68,-37.63,-447.86,-23.58,710.72,-76.05,2.69,-33.6,-238.95,-18.77,20.07,-103.26,0.0,-239.27
295,340,22.88,-14.09,-10.65,-38.3,-448.03,-22.68,710.08,-75.91,2.62,-33.66,-239.03,-18.77,20.0,-103.28,0.0,-239.36
296,340,22.88,-13.42,-10.51,-38.45,-447.98,-22.88,710.38,-75.76,2.59,-33.62,-239.12,-18.78,20.04,-103.33,0.0,-239.52
297,340,22.69,-13.94,-10.59,-39.11,-446.65,-21.26,707.56,-75.41,2.61,-33.36,-238.65,-18.78,20.28,-103.34,0.0,-239.64
298,340,22.95,-12.66,-10.02,-39.47,-446.55,-19.85,706.14,-75.36,2.65,-33.13,-238.85,-18.8,20.42,-103.49,0.0,-239.73
299,340,23.3,-11.37,-9.74,-39.21,-446.71,-19.57,706.45,-75.14,2.71,-33.12,-239.3,-18.8,20.44,-103.5,0.0,-240.17
300,340,23.26,-12.33,-9.65,-39.42,-447.5,-19.55,707.53,-75.38,2.65,-33.13,-239.4,-18.8,20.08,-103.51,0.0,-240.48
301,340,22.61,-13.02,-10.07,-38.77,-448.15,-19.99,709.01,-75.4,2.62,-33.49,-239.63,-18.8,20.07,-103.51,0.0,-240.86
302,340,22.31,-13.69,-10.38,-38.63,-449.01,-19.8,709.82,-75.15,2.61,-34.15,-239.96,-18.81,19.98,-103.52,0.0,-241.0
303,340,22.49,-13.66,-10.05,-39.15,-448.75,-18.34,708.24,-74.6,2.67,-34.22,-240.47,-18.81,20.17,-103.5,0.0,-241.14
304,339,21.85,-14.71,-10.72,-40.2,-450.4,-18.53,710.79,-74.65,2.63,-34.6,-241.28,-18.86,20.07,-103.71,0.0,-241.86
305,339,21.33,-15.89,-10.88,-40.82,-449.93,-17.32,709.18,-74.22,2.64,-34.62,-241.23,-18.86,20.06,-103.71,0.0,-241.92
306,339,20.9,-16.71,-11.26,-41.0,-448.14,-15.95,706.13,-73.73,2.63,-33.51,-240.97,-18.86,20.02,-103.71,0.0,-242.03
307,339,20.92,-15.94,-11.28,-39.95,-447.94,-15.72,706.25,-72.87,2.61,-33.57,-241.38,-18.86,19.89,-103.75,0.0,-242.59
308,339,20.3,-16.78,-11.72,-40.33,-448.41,-16.33,707.68,-73.08,2.6,-33.56,-241.38,-18.86,19.68,-103.8,0.0,-242.94
309,339,20.03,-16.47,-11.78,-40.14,-448.44,-15.91,707.87,-72.86,2.63,-33.66,-241.51,-18.86,19.63,-103.8,0.0,-243.52
310,339,20.31,-15.0,-11.56,-39.46,-449.25,-16.63,709.72,-72.79,2.61,-33.76,-242.16,-18.86,19.53,-103.81,0.0,-243.83
311,339,20.09,-13.83,-11.79,-39.87,-448.94,-16.08,709.03,-72.52,2.59,-33.76,-242.11,-18.86,19.56,-103.83,0.0,-244.01
312,338,20.44,-13.43,-11.56,-40.43,-449.12,-16.38,709.95,-72.4,2.72,-33.53,-242.35,-18.92,19.5,-104.14,0.0,-244.45
313,337,20.76,-13.41,-11.61,-39.84,-449.88,-16.93,711.77,-72.36,2.77,-33.54,-242.8,-18.97,19.41,-104.37,0.0,-244.96
314,335,20.09,-13.63,-11.71,-40.06,-450.43,-15.21,711.36,-72.45,2.76,-33.72,-242.64,-18.85,19.26,-104.77,0.0,-245.72
315,335,19.69,-12.82,-11.84,-40.32,-450.8,-15.58,712.86,-72.3,2.72,-33.83,-242.99,-18.85,19.27,-104.82,0.0,-246.47
316,335,20.04,-12.5,-11.71,-40.26,-450.29,-14.99,711.9,-72.13,2.81,-33.79,-242.97,-18.85,19.5,-104.85,0.0,-246.62
317,335,20.19,-13.22,-11.6,-40.31,-450.11,-13.89,712.47,-71.97,2.84,-33.78,-242.82,-18.85,19.32,-104.85,0.0,-248.47
318,335,19.53,-12.95,-12.26,-39.74,-449.78,-13.95,712.38,-71.56,2.87,-33.79,-242.78,-18.85,19.2,-104.87,0.0,-248.66
319,335,19.96,-13.04,-11.82,-40.48,-448.87,-13.43,711.03,-71.2,2.91,-33.78,-242.52,-18.85,19.45,-104.87,0.0,-248.73
320,335,19.98,-13.17,-11.99,-39.74,-447.71,-13.57,710.07,-70.68,3.05,-33.35,-242.63,-18.85,19.65,-104.89,0.0,-248.79
321,335,20.77,-14.2,-11.53,-40.5,-446.51,-16.04,711.52,-71.33,3.1,-31.67,-242.84,-18.85,19.98,-104.89,0.0,-248.97
322,335,20.55,-13.93,-11.63,-39.75,-446.59,-14.58,710.75,-71.67,3.2,-31.36,-242.98,-18.85,19.98,-104.91,0.0,-249.57
323,334,19.96,-13.88,-12.21,-40.8,-447.81,-16.04,714.2,-71.67,3.26,-31.56,-243.76,-18.92,20.04,-105.19,0.0,-250.34
324,333,20.33,-13.7,-11.76,-40.82,-447.11,-15.77,713.75,-71.79,3.22,-31.65,-244.08,-18.81,20.12,-104.1,0.0,-250.87
325,333,20.16,-13.5,-11.87,-42.05,-447.57,-16.67,715.83,-71.98,3.24,-31.82,-244.1,-18.82,20.01,-104.11,0.0,-251.59
326,333,19.42,-15.36,-12.67,-41.07,-449.3,-18.17,719.22,-72.43,3.11,-32.09,-244.54,-18.82,19.56,-104.09,0.0,-251.75
327,333,19.42,-15.1,-12.43,-41.22,-449.48,-18.22,719.8,-72.48,3.13,-32.14,-244.57,-18.82,19.51,-104.11,0.0,-252.09
328,333,19.66,-13.28,-12.18,-41.9,-449.37,-17.8,719.37,-72.53,3.11,-31.96,-244.44,-18.82,19.4,-104.13,0.0,-252.2
329,333,19.94,-12.95,-12.06,-41.6,-449.49,-17.7,719.56,-72.73,3.1,-31.87,-244.28,-18.85,19.33,-104.19,0.0,-252.36
330,332,19.36,-12.91,-12.39,-41.25,-448.91,-18.28,720.22,-72.8,3.17,-32.09,-244.71,-18.89,19.42,-103.02,0.0,-253.03
331,331,18.94,-14.07,-12.73,-41.22,-450.46,-17.78,721.99,-73.15,3.12,-32.41,-245.09,-18.95,19.31,-103.3,0.0,-253.74
332,331,18.89,-14.63,-12.8,-41.79,-450.43,-17.83,722.05,-73.07,3.09,-32.28,-245.22,-18.95,19.41,-103.41,0.0,-253.79
333,330,18.92,-13.4,-12.72,-41.9,-450.98,-17.56,723.14,-72.81,3.11,-32.56,-245.62,-18.99,19.59,-103.7,0.0,-254.59
334,330,18.51,-14.25,-12.92,-41.59,-450.75,-16.38,723.18,-72.61,3.17,-32.55,-245.67,-18.99,19.6,-103.71,0.0,-256.04
335,330,18.53,-16.34,-12.74,-41.68,-451.35,-15.97,723.42,-72.8,3.14,-32.78,-245.75,-18.98,19.54,-103.73,0.0,-256.1
336,329,18.51,-16.7,-12.81,-41.01,-451.15,-17.02,724.95,-72.96,3.13,-32.71,-245.11,-19.03,19.57,-104.02,0.0,-256.78
337,328,17.59,-16.87,-13.72,-41.82,-451.22,-19.07,724.33,-72.03,3.14,-34.6,-245.82,-18.37,19.25,-102.79,0.0,-254.03
338,327,18.21,-17.33,-13.37,-42.31,-451.66,-16.36,724.21,-72.2,3.13,-34.66,-245.35,-18.42,19.46,-103.62,0.0,-256.19
339,326,17.76,-16.08,-13.84,-41.42,-450.89,-16.03,724.04,-72.07,3.1,-34.44,-244.94,-18.07,19.64,-104.12,0.0,-257.12
340,326,17.83,-17.79,-13.89,-41.64,-451.32,-15.17,724.02,-71.88,3.0,-34.41,-245.25,-18.07,19.55,-104.25,0.0,-257.53
341,326,17.99,-17.83,-13.85,-42.38,-451.14,-14.76,723.48,-71.92,3.01,-34.27,-245.04,-18.06,19.43,-104.28,0.0,-257.58
342,326,17.67,-17.46,-14.04,-42.45,-451.27,-14.22,723.15,-72.13,2.97,-34.36,-244.84,-18.06,19.44,-104.28,0.0,-257.65
343,326,17.48,-18.99,-14.27,-42.73,-451.02,-13.89,722.82,-72.12,2.93,-34.37,-244.56,-18.07,19.5,-104.33,0.0,-257.92
344,326,17.79,-18.8,-14.22,-43.55,-450.79,-13.46,722.26,-71.97,2.89,-34.5,-244.46,-18.09,19.75,-104.4,0.0,-258.01
345,324,18.56,-18.75,-13.71,-43.38,-451.88,-14.31,725.55,-72.11,3.0,-34.57,-245.65,-18.12,20.02,-104.44,0.0,-259.36
346,323,18.63,-20.0,-13.66,-43.72,-450.36,-15.82,726.12,-72.25,3.03,-33.26,-245.94,-18.11,20.25,-104.08,0.0,-259.93
347,323,18.09,-19.09,-14.09,-43.42,-451.13,-17.83,728.89,-72.43,2.96,-33.44,-246.53,-18.11,20.56,-104.14,0.0,-259.92
348,320,17.57,-19.6,-14.64,-44.41,-455.9,-18.11,736.17,-73.3,2.96,-33.77,-249.51,-18.27,20.6,-104.61,0.0,-262.16
349,319,18.34,-19.54,-14.29,-44.43,-456.75,-17.28,736.68,-73.39,2.97,-33.75,-250.29,-18.33,20.94,-104.88,0.0,-262.65
350,319,18.21,-19.27,-14.24,-44.09,-456.83,-17.1,736.63,-73.37,2.99,-33.72,-250.37,-18.33,20.9,-104.92,0.0,-262.71
351,319,17.75,-19.67,-14.61,-44.69,-457.34,-17.17,737.41,-73.46,2.94,-33.95,-250.42,-18.33,20.89,-105.0,0.0,-262.9
352,319,17.75,-18.95,-14.64,-44.09,-457.05,-16.64,736.69,-73.73,2.98,-33.61,-250.62,-18.34,21.32,-105.04,0.0,-262.99
353,319,17.57,-20.07,-14.69,-43.43,-457.1,-16.91,736.91,-73.6,2.93,-33.71,-250.59,-18.35,21.24,-105.01,0.0,-262.91
354,319,17.81,-18.77,-14.63,-43.05,-457.67,-16.3,736.81,-73.69,2.85,-33.89,-250.8,-18.35,21.23,-105.02,0.0,-262.84
355,319,17.97,-18.61,-14.25,-43.26,-457.78,-16.08,736.82,-73.94,2.85,-33.92,-250.59,-18.35,21.22,-105.04,0.0,-262.97
356,319,17.62,-19.14,-14.59,-42.95,-458.15,-16.27,737.45,-74.13,2.83,-33.99,-250.57,-18.34,21.12,-105.07,0.0,-263.03
357,319,17.16,-18.36,-14.91,-42.83,-458.58,-16.3,738.02,-74.15,2.75,-34.25,-250.74,-18.33,21.27,-105.11,0.0,-263.13
358,319,17.15,-19.18,-14.81,-42.72,-459.3,-16.29,738.88,-74.27,2.73,-34.46,-250.76,-18.33,21.19,-105.39,0.0,-263.29
359,319,16.88,-18.42,-15.08,-43.72,-458.87,-13.2,740.45,-73.54,2.65,-34.45,-250.81,-18.34,21.08,-105.46,0.0,-268.37
360,319,17.28,-19.71,-14.58,-43.36,-459.85,-15.42,743.87,-74.03,2.63,-34.66,-250.74,-18.34,20.85,-105.57,0.0,-268.59
361,319,17.0,-19.9,-14.84,-43.71,-460.01,-13.36,743.22,-74.01,2.6,-34.68,-250.47,-18.34,20.75,-105.86,0.0,-269.85
362,319,17.28,-20.18,-14.63,-43.23,-460.24,-13.18,743.64,-74.09,2.6,-34.63,-250.44,-18.35,20.56,-105.89,0.0,-270.21
363,319,16.88,-21.38,-14.9,-43.1,-460.92,-13.91,745.65,-74.23,2.56,-34.75,-250.66,-18.34,20.41,-105.9,0.0,-270.82
364,319,17.58,-19.53,-14.33,-43.96,-460.66,-15.66,747.29,-74.27,2.57,-34.73,-250.28,-18.37,20.36,-105.92,0.0,-270.97
365,319,17.56,-19.36,-14.18,-43.76,-460.35,-16.16,748.58,-74.35,2.53,-34.66,-250.04,-18.37,20.49,-105.95,0.0,-272.06
366,319,16.87,-20.46,-14.76,-44.22,-459.52,-17.23,748.91,-74.04,2.53,-34.55,-249.65,-18.36,20.47,-105.9,0.0,-272.16
367,318,16.81,-20.25,-14.76,-44.01,-460.38,-17.37,750.73,-73.99,2.54,-34.64,-250.22,-18.43,20.6,-106.25,0.0,-272.98
368,317,16.14,-20.18,-15.48,-44.38,-462.09,-17.45,753.45,-74.08,2.56,-35.29,-251.12,-18.26,20.46,-106.37,0.0,-273.9
369,317,15.65,-19.84,-15.91,-44.05,-462.06,-17.12,753.19,-73.74,2.57,-35.28,-251.26,-18.26,20.35,-106.43,0.0,-274.01
370,317,16.37,-20.0,-15.38,-44.29,-461.22,-17.33,753.04,-72.97,2.56,-35.2,-251.27,-18.27,20.41,-106.48,0.0,-274.49
371,316,16.05,-18.64,-15.51,-44.61,-461.39,-16.68,752.31,-73.54,2.58,-35.12,-252.03,-17.91,20.34,-105.72,0.0,-274.23
372,315,16.59,-19.71,-15.21,-43.36,-461.79,-15.97,752.13,-73.41,2.56,-34.93,-252.61,-17.97,20.47,-105.89,0.0,-274.38
373,315,16.34,-19.19,-15.27,-42.9,-461.6,-16.24,752.18,-73.38,2.61,-34.8,-252.52,-17.96,20.38,-105.91,0.0,-274.34
374,314,16.84,-19.55,-15.09,-43.52,-462.24,-16.34,753.96,-73.83,2.61,-34.6,-252.69,-18.02,20.49,-106.21,0.0,-275.37
375,314,16.73,-19.07,-15.38,-43.46,-462.27,-15.39,753.23,-73.5,2.6,-34.6,-252.85,-18.01,20.29,-106.2,0.0,-275.57
376,314,16.62,-19.03,-15.44,-43.88,-463.21,-17.07,755.64,-73.37,2.46,-35.05,-253.02,-18.0,19.99,-106.22,0.0,-275.36
377,314,16.52,-18.52,-15.67,-43.76,-462.86,-15.46,753.96,-73.04,2.4,-35.14,-252.69,-18.0,19.89,-106.28,0.0,-275.64
378,314,17.66,-18.12,-14.94,-44.32,-462.5,-13.84,752.28,-72.66,2.37,-35.31,-252.76,-18.0,20.17,-106.3,0.0,-275.94
379,314,17.35,-19.82,-15.31,-44.73,-462.19,-14.03,752.36,-72.26,2.3,-35.46,-252.72,-18.03,20.37,-106.38,0.0,-276.14
380,314,17.47,-18.37,-15.15,-43.85,-461.75,-14.29,752.31,-71.94,2.29,-35.41,-252.82,-18.02,20.58,-106.43,0.0,-276.27
381,314,16.7,-19.17,-15.72,-44.11,-461.78,-14.26,752.23,-71.72,2.25,-35.54,-252.92,-18.02,20.61,-106.42,0.0,-276.18
382,314,16.71,-19.23,-15.61,-44.57,-461.78,-13.63,751.56,-71.13,2.23,-35.98,-253.04,-18.02,20.6,-106.43,0.0,-276.15
383,314,16.48,-17.69,-15.85,-43.57,-461.46,-14.47,752.08,-70.93,2.23,-35.98,-253.13,-18.02,20.81,-106.43,0.0,-276.15
384,314,16.39,-18.6,-16.01,-43.65,-461.03,-15.18,752.39,-70.88,2.2,-36.03,-252.92,-18.02,21.06,-106.44,0.0,-276.18
385,314,17.45,-19.16,-15.44,-43.75,-460.81,-13.61,750.65,-70.67,2.21,-36.0,-252.99,-18.02,21.11,-106.43,0.0,-276.23
386,314,17.12,-19.96,-15.58,-44.32,-460.75,-14.69,751.77,-70.34,2.18,-35.86,-253.43,-18.01,21.15,-106.43,0.0,-276.32
387,314,17.27,-20.1,-15.49,-43.61,-460.28,-15.1,751.71,-70.22,2.17,-35.91,-253.18,-18.01,21.31,-106.44,0.0,-276.33
388,314,16.98,-19.19,-15.77,-44.01,-461.79,-14.73,752.91,-70.88,2.17,-35.97,-253.87,-18.01,21.24,-106.45,0.0,-276.39
389,314,17.26,-18.22,-15.37,-43.85,-463.98,-14.97,755.15,-71.29,2.01,-36.6,-254.49,-17.99,20.93,-106.55,0.0,-276.21
390,314,16.19,-18.09,-16.33,-44.94,-464.94,-13.54,755.69,-71.27,1.99,-37.06,-254.86,-17.97,20.82,-106.57,0.0,-277.21
391,314,15.99,-18.29,-16.53,-44.41,-463.27,-16.3,756.79,-71.28,2.01,-35.37,-255.03,-17.98,20.97,-106.58,0.0,-277.23
392,313,15.36,-19.44,-16.89,-44.46,-464.44,-17.4,759.95,-71.32,2.02,-35.56,-255.83,-18.02,21.16,-106.89,0.0,-278.11
393,312,15.82,-18.77,-16.62,-44.45,-465.33,-17.09,761.27,-71.42,2.01,-35.58,-256.88,-18.08,21.62,-106.98,0.0,-278.85
394,310,16.35,-19.24,-16.37,-44.02,-466.69,-15.87,763.24,-71.53,2.1,-35.51,-257.78,-18.14,21.86,-107.69,0.0,-280.68
395,310,15.83,-19.26,-16.91,-45.04,-466.66,-18.86,766.34,-71.55,2.19,-35.36,-257.97,-18.09,21.82,-107.7,0.0,-280.81
396,309,15.59,-19.12,-17.3,-44.52,-467.06,-20.27,767.11,-71.85,2.23,-35.27,-258.56,-17.52,21.38,-107.46,0.0,-279.77
397,308,15.9,-17.42,-16.89,-44.62,-468.82,-21.56,771.08,-72.07,2.18,-35.86,-259.0,-17.5,21.13,-107.7,0.0,-280.7
398,307,15.98,-18.81,-17.16,-44.19,-471.26,-21.05,771.43,-72.15,2.16,-36.33,-261.02,-17.1,21.23,-108.05,0.0,-279.12
399,307,15.89,-18.0,-17.32,-43.81,-471.8,-21.88,772.82,-72.31,2.16,-36.54,-261.2,-17.12,21.31,-108.1,0.0,-279.13
400,306,16.13,-18.43,-17.21,-42.92,-472.75,-22.39,774.34,-72.47,2.12,-36.41,-261.62,-17.2,21.08,-108.25,0.0,-279.19
401,305,16.66,-19.24,-17.45,-42.8,-472.56,-20.98,771.47,-72.54,2.14,-36.02,-261.79,-17.24,21.28,-108.37,0.0,-277.92
402,305,16.8,-18.61,-17.4,-43.29,-472.62,-21.31,772.02,-72.64,2.14,-36.15,-261.66,-17.24,21.33,-108.4,0.0,-278.09
403,304,16.05,-19.64,-18.64,-43.91,-474.7,-22.62,775.32,-72.81,2.12,-36.65,-262.69,-17.3,21.15,-108.51,0.0,-277.99
404,304,15.46,-19.8,-19.26,-44.0,-475.23,-23.93,777.04,-72.8,2.12,-36.88,-262.81,-17.31,20.97,-108.52,0.0,-277.89
405,302,16.14,-18.82,-18.95,-45.43,-476.64,-23.41,779.06,-72.99,2.17,-37.22,-263.78,-17.42,21.22,-108.62,0.0,-279.01
406,301,16.06,-19.25,-18.91,-45.71,-477.75,-21.87,779.53,-73.1,2.14,-37.43,-264.08,-17.48,21.17,-108.95,0.0,-279.91
407,301,16.22,-19.16,-18.81,-46.09,-477.99,-21.58,779.48,-72.93,2.12,-37.91,-264.07,-17.47,21.25,-108.98,0.0,-279.91
408,301,16.14,-18.0,-18.72,-46.86,-477.94,-21.52,779.31,-72.78,2.11,-37.98,-264.11,-17.47,21.27,-108.98,0.0,-279.85
409,300,15.74,-18.76,-19.4,-47.7,-485.98,-20.27,781.9,-75.45,2.07,-39.63,-264.39,-17.21,20.83,-112.2,0.0,-275.65
410,299,15.69,-17.35,-19.45,-47.22,-486.19,-21.29,781.9,-75.21,2.07,-39.49,-264.91,-17.26,20.85,-112.23,0.0,-274.42
411,298,15.3,-19.49,-19.93,-46.97,-486.74,-21.39,782.55,-75.64,2.1,-39.4,-265.18,-17.31,20.44,-111.74,0.0,-274.42
412,298,14.32,-17.73,-20.76,-46.92,-487.35,-20.98,782.8,-75.34,2.08,-39.99,-265.48,-17.31,20.45,-111.76,0.0,-274.48
413,297,15.03,-19.4,-20.35,-46.3,-487.12,-21.49,783.98,-75.25,2.1,-40.07,-265.74,-17.36,20.29,-111.09,0.0,-275.37
414,296,14.89,-18.96,-20.47,-45.74,-488.21,-21.63,784.93,-75.61,2.16,-40.15,-266.49,-17.34,20.32,-111.09,0.0,-275.1
415,294,14.93,-19.89,-20.31,-46.42,-489.84,-21.5,788.21,-76.18,2.14,-40.43,-267.41,-17.45,20.54,-111.04,0.0,-276.87
416,294,15.16,-20.0,-20.16,-46.44,-489.72,-21.9,788.49,-76.02,2.14,-40.35,-267.46,-17.45,20.47,-111.05,0.0,-276.86
417,293,14.69,-19.03,-20.58,-45.39,-491.29,-22.66,790.3,-76.45,2.08,-40.81,-267.94,-17.28,20.34,-111.24,0.0,-276.36
418,293,14.75,-20.24,-20.5,-45.9,-492.09,-23.81,792.29,-76.63,2.08,-41.04,-268.17,-17.27,20.25,-111.29,0.0,-276.39
419,292,14.69,-18.98,-20.34,-45.71,-491.19,-23.8,792.27,-76.92,2.26,-40.36,-267.58,-17.33,20.38,-111.64,0.0,-277.27
420,292,15.45,-20.39,-19.84,-45.62,-489.04,-23.54,790.36,-75.59,2.29,-40.02,-267.25,-17.34,20.57,-111.71,0.0,-277.77
421,292,14.61,-20.32,-20.46,-45.59,-489.02,-23.4,790.19,-74.68,2.24,-40.19,-267.65,-17.34,20.3,-111.71,0.0,-277.76
422,292,14.6,-20.44,-20.52,-45.79,-488.05,-23.61,789.61,-73.33,2.23,-40.37,-267.8,-17.34,20.28,-111.71,0.0,-277.95
423,292,14.68,-21.17,-20.63,-47.14,-487.5,-24.39,789.87,-72.39,2.15,-40.57,-267.96,-17.33,20.33,-111.72,0.0,-277.98
424,292,13.67,-21.42,-21.39,-46.72,-487.44,-24.26,789.83,-71.74,2.13,-40.85,-268.34,-17.34,20.46,-111.75,0.0,-278.13
425,292,13.69,-22.06,-21.36,-47.16,-487.79,-24.58,790.45,-71.73,2.08,-40.78,-268.59,-17.34,20.33,-111.75,0.0,-278.08
426,291,14.38,-22.34,-21.1,-47.52,-488.67,-22.64,789.63,-71.8,2.12,-40.89,-268.91,-17.39,20.26,-112.05,0.0,-278.31
427,291,13.93,-22.38,-21.47,-47.59,-489.33,-21.7,789.39,-71.8,2.11,-41.07,-269.17,-17.38,20.05,-112.07,0.0,-278.35
428,291,13.59,-20.98,-21.66,-47.01,-490.02,-22.53,791.08,-71.95,2.09,-41.23,-269.49,-17.37,20.05,-112.1,0.0,-278.53
429,291,13.02,-22.33,-22.17,-47.35,-490.54,-23.93,792.82,-72.02,2.06,-41.19,-269.8,-17.37,19.9,-112.1,0.0,-278.34
430,291,12.87,-20.4,-22.2,-46.99,-491.24,-23.63,793.12,-71.89,2.03,-41.45,-270.16,-17.37,19.83,-112.23,0.0,-278.25
431,290,12.31,-19.26,-22.6,-47.16,-491.11,-26.3,796.3,-71.55,2.06,-41.29,-270.19,-17.37,19.81,-112.59,0.0,-278.89
432,290,12.63,-20.65,-22.3,-47.32,-490.7,-26.89,796.91,-71.42,2.09,-40.99,-270.07,-17.38,19.7,-112.61,0.0,-279.32
433,290,13.35,-20.7,-21.89,-46.46,-490.26,-26.3,796.02,-71.4,2.1,-40.64,-270.1,-17.39,19.81,-112.62,0.0,-279.46
434,290,13.35,-21.34,-21.92,-47.22,-489.89,-26.43,795.72,-71.19,2.14,-40.26,-270.35,-17.39,19.82,-112.64,0.0,-279.4
435,290,12.91,-21.26,-22.16,-47.45,-489.94,-26.94,796.22,-70.52,2.13,-40.5,-270.73,-17.38,19.73,-112.67,0.0,-279.34
436,290,12.41,-22.74,-22.63,-47.03,-490.15,-27.07,796.7,-70.45,2.16,-40.91,-270.52,-17.39,19.66,-112.7,0.0,-279.48
437,290,13.47,-21.63,-21.98,-46.22,-490.72,-27.83,798.14,-70.78,2.12,-41.05,-270.53,-17.39,19.63,-112.72,0.0,-279.59
438,290,13.42,-21.73,-21.94,-45.19,-491.24,-28.08,798.99,-70.42,2.05,-41.46,-270.69,-17.39,19.42,-112.74,0.0,-279.66
439,290,13.18,-22.05,-22.12,-45.64,-491.85,-27.43,799.02,-70.25,1.98,-41.77,-270.92,-17.39,19.24,-112.74,0.0,-279.73
440,290,13.06,-21.25,-22.13,-44.83,-491.95,-27.49,799.06,-70.07,1.99,-41.91,-270.98,-17.4,19.14,-112.73,0.0,-279.61
441,290,12.89,-21.9,-22.31,-46.08,-491.82,-27.45,798.89,-69.61,2.01,-42.01,-271.27,-17.39,19.2,-112.73,0.0,-279.62
442,290,12.42,-22.03,-22.8,-45.95,-492.65,-27.34,799.61,-69.7,1.88,-42.46,-271.42,-17.39,19.18,-112.74,0.0,-279.61
443,290,11.84,-21.74,-23.13,-46.05,-492.33,-27.98,800.01,-69.49,1.86,-42.21,-271.63,-17.39,19.27,-112.73,0.0,-279.7
444,289,12.79,-20.18,-22.4,-46.45,-492.56,-28.43,802.06,-69.55,1.91,-42.14,-271.59,-17.43,19.45,-113.2,0.0,-281.06
445,289,13.57,-21.63,-21.87,-46.75,-492.61,-27.16,800.82,-69.75,1.97,-42.12,-271.64,-17.41,19.55,-113.2,0.0,-281.05
446,289,13.13,-21.4,-22.32,-47.11,-492.9,-28.56,802.58,-69.32,1.99,-42.13,-271.88,-17.39,19.46,-113.62,0.0,-281.11
447,289,12.94,-21.33,-22.24,-47.3,-492.4,-29.2,802.54,-68.92,2.0,-42.03,-271.9,-17.39,19.48,-113.63,0.0,-280.94
448,289,13.58,-21.43,-21.75,-47.83,-492.56,-28.42,802.29,-69.05,2.02,-42.0,-272.13,-17.39,19.67,-113.68,0.0,-281.32
449,288,14.2,-22.19,-21.38,-48.25,-490.96,-28.54,800.4,-69.06,2.01,-41.85,-272.34,-17.42,19.78,-112.08,0.0,-280.89
450,287,15.55,-21.88,-20.39,-48.19,-489.82,-27.77,798.69,-69.15,2.14,-41.14,-272.7,-17.45,20.21,-111.71,0.0,-281.1
451,286,15.95,-22.29,-20.11,-47.46,-489.39,-28.17,799.17,-68.92,2.17,-40.76,-272.78,-17.51,20.45,-112.03,0.0,-281.6
452,284,15.81,-22.56,-20.55,-47.5,-491.03,-29.11,801.77,-69.21,2.22,-40.8,-273.99,-17.59,20.8,-112.47,0.0,-281.62
453,284,15.24,-21.87,-20.99,-47.56,-490.72,-30.19,802.63,-68.76,2.22,-40.81,-274.14,-17.63,20.87,-112.48,0.0,-281.71
454,283,15.38,-22.0,-20.84,-48.0,-491.11,-30.82,804.86,-68.77,2.23,-40.53,-274.49,-17.69,21.0,-112.85,0.0,-282.92
455,283,15.19,-22.0,-21.05,-47.08,-491.35,-30.81,805.04,-68.78,2.26,-40.81,-274.68,-17.69,21.23,-112.86,0.0,-282.88
456,283,15.14,-22.87,-20.93,-47.33,-491.01,-30.67,805.28,-68.47,2.23,-40.93,-274.7,-17.69,21.43,-112.87,0.0,-283.6
457,282,15.78,-21.49,-20.66,-46.92,-491.21,-28.78,804.34,-68.34,2.27,-40.7,-274.89,-17.74,21.38,-113.18,0.0,-284.35
458,282,15.62,-22.06,-20.76,-47.55,-490.91,-27.91,803.19,-68.42,2.26,-40.1,-275.14,-17.74,21.43,-113.2,0.0,-284.37
459,282,15.22,-21.32,-20.87,-46.89,-490.39,-28.79,803.59,-68.59,2.31,-39.33,-275.43,-17.74,21.6,-113.21,0.0,-284.41
460,282,15.11,-22.04,-20.9,-47.07,-490.69,-30.08,805.21,-68.63,2.27,-39.44,-275.49,-17.74,21.56,-113.21,0.0,-284.44
461,281,15.59,-23.47,-20.57,-47.38,-491.69,-29.93,806.93,-68.67,2.3,-39.59,-276.11,-17.8,21.53,-113.34,0.0,-285.31
462,281,15.3,-21.81,-20.98,-47.12,-491.87,-29.51,807.57,-68.59,2.24,-39.74,-276.17,-17.8,21.54,-113.35,0.0,-286.18
463,281,15.22,-22.65,-21.0,-47.23,-492.1,-29.7,808.03,-68.59,2.2,-39.83,-276.21,-17.79,21.5,-113.36,0.0,-286.23
